case_id,URL,sentence
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"In appropriate cases, a discretionary life sentence for
attempted murder may be called for."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"The courts have at all material
times been empowered to pass a life sentence for attempted murder."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"The statutory provisions relating to
the 30 year starting point for murder were in force at the time of this
offence."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"But
if a sentence of 20 years were passed for attempted murder of
particularly high seriousness, it would represent, under the new
regime, a discount of two-thirds from the minimum term to be served for
the full offence."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"The level of sentence for attempted
murders of this particularly serious kind should now be generally
higher whilst retaining a proportionate discount from the term
appropriate to be served for the full offence."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"The judge in the present
addressed himself to what the minimum term for murder would have been
under the pre-2003 Act guidelines."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"With that in mind, he concluded that
under the previous sentencing levels the discount for attempted murder,
as opposed to the full offence, was in practice about one-half."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"Some support is derived for this
conclusion from the statistical evidence and advice given by the former
Sentencing Advisory Panel's Advice to the Court of Appeal in 2002, on
minimum terms in murder cases at paragraph 26."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"In the present case, the judge sought
to achieve a proportionate discount by taking one-half of the
appropriate starting point for murder under schedule 21, thus arriving
at his sentence of 30 years."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"At this point, it is important to note
that many, perhaps most categories of attempted murder are unlikely to
call for increased level of sentences."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"As was recognised by a five
judge constitution of this Court in R v Sullivan, Gibbs, Elenor and Elenor [2005] 1 Cr App R(S) 308, [2004] EWCA Crim 1762 at page 329, paragraph 35, the increases in
the minimum term for murder under the new regime are introduced for
cases: ""At the top of the range for the most serious crimes."""
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"It follows that it is only in the correspondingly graver cases of
attempted murder that increased level of sentencing is likely to be
required."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"For murders lacking in the more serious aggravating factors
the court anticipated no general increase in sentencing levels."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"It
follows that in attempted murders lacking such factors no general
increase in sentences is likely to be required."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,The Court in Sullivan emphasised the wide range of culpability in murder cases; see paragraph 7.
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"Attempted murder, unlike murder, always
requires an intent to kill."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"Sentencing judges in cases of attempted murder also have to bear in
mind that the partial defences of provocation and diminished
responsibility are not available."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"There is a proportion of cases in
which a defendant is convicted of attempted murder and in which, had
the victim died, he would have been convicted of manslaughter rather
than murder."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"Thus in such cases the basis for comparison in terms of
proportionality when sentencing for attempted murder would be the
sentence appropriate not for murder but manslaughter."
CLEAN_00006,https://www.bailii.org/ew/cases/EWCA/Crim/2005/1358.html,"It was in
order to address precisely this category of offending that Parliament
fixed the 30 year starting point for the offence of murder."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"On 27th March, 1981 the appellant, David Keith Pagett, was convicted, after a trial before Mr. Justice Park and a jury, on a number of counts relating to very serious offences  one count of possession of a firearm with intent to endanger life; two counts of kidnapping; three counts of attempted murder; and one count of manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,On the evening of 11th June the appellant armed himself with his brother's shotgun and a number of cartridges and then went off in his sister's mini-car to look for Gail.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Mr. Wood answered the door, and found the appellant standing there with a shotgun held in both hands at an angle of about 45°."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,Mr. Wood was shot in his rear left thigh; later over 100 pellets were removed from an area covering about nine inches.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The appellant still carried his shotgun, which he had reloaded."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The appellant lined them up, waving his shotgun at them."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,A police car came up; in it were two police officers who were on the lookout for the mini which was believed to contain an armed man wanted after a shooting incident.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The appellant and Gail got out of the mini; the appellant was carrying his shotgun, and Gail was walking in front of him."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,A shotgun barrel was poked out of the doorway.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"As D. C. Richards shouted to the appellant to stand still, the appellant fired his shotgun."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"D. S. Sartain fired two shots, and D. C. Richards fired four."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,There was another shotgun blast from the appellant.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"D. C. Richards fired two more shots, and D. S. Sartain one."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Gail shouted: ""You've shot me."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"You've shot me. """
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,The shotgun was on the floor: D. S. Sartain slid it out of the appellant's reach.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Very fortunately, the two police officers were unharmed by the shots fired by the appellant, which struck the banister and were deflected up towards the ceiling."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"He was convicted by the jury of possessing a firearm with intent to endanger life; of kidnapping Mrs. Wood and Gail Kinchen; of the attempted murder of Mr. Wood, D. S. Sartain and D. C. Richards."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"He was acquitted of the murder of Gail, but convicted of her manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,The present appeal against conviction is concerned only with the conviction of the manslaughter of Gail Kinchen.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"In a sense, it is academic; because, although there is an application that if the conviction of manslaughter should be quashed the sentence should be reviewed, it appears to the court to be inevitable, having regard to the extreme gravity of the other offences of which he was convicted, that the sentence of 12 years for the other offences should stand in any event."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The question of law relates to the direction given by the learned judge to the jury in respect of the count of murder, and the alternative count of manslaughter, of Gail Kinchen."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"First he gave them the full definition of murder in the following terms: ""A person who unlawfully and deliberately causes the death of another person intending to kill or to do serious bodily harm to that person is guilty of murder, and so in the present case the prosecution have to prove beyond all reasonable doubt two things: first that by his unlawful and deliberate acts the defendant caused Gail's death or was a cause of her death."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,It might help you if I explain that the act of an accused person on the charge of murder need not be the sole cause or even the main cause of the death of the victim.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,In fear or in retreat from the attack she jumped or fell from a window and was killed.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"First of all, that he fired the shot-gun deliberately at the police officers before any shot was fired by them."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,Secondly that his act in firing at the police officers caused them to fire back with the result that bullets from their weapons shot Gail and caused her death.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Lastly, that from the beginning to the end of the firing Gail was being used against her will and by force by the defendant as a shield to protect him from any shots fired by the police."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Finally, in connection with the count of murder, he gave the following direction on the necessary intent (plainly founded upon Hyam v. D. P. P. (1975)"
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"A C 55 ): ""Members of the jury, if you were satisfied by the evidence so that you felt sure that the defendant caused or was a cause of Gail's death, the prosecution must next satisfy you on the charge of murder that by his deliberate and unlawful acts he intended either to kill Gail or to cause her really serious bodily harm."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Having directed the jury on the count of murder, the learned judge turned to the alternative count of manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"A C 500 ) as follows: ""A person would be guilty of manslaughter if he intentionally did an act which was unlawful and dangerous, and that act caused the death of another person."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"For this purpose  the purpose of the charge of manslaughter  the unlawful act must be such as all sober and reasonable people would inevitably recognise must subject the other person to the risk of some harm resulting from it, albeit not serious harm."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"On a charge of manslaughter it is not necessary to prove that the accused knew that his act or acts were unlawful, nor is it necessary to prove that he knew his acts were dangerous."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"""So if you were sure in this case that the two unlawful acts  the assault on the police by firing at them and the assault on Gail  considered in the way I have described, caused Gail's death and that they were acts which all sober and reasonable people would inevitably recognise would subject Gail to the risk of some harm, then the defendant would be guilty of manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The criticism of the summing-up, advanced in this court by Lord Gifford (to whose argument we are much indebted), was directed primarily to the direction to the jury on causation, which was of course equally applicable to the count of murder and the alternative count of manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The learned judge, in directing himself upon the law, ought to have held that where the act which immediately-resulted in fatal injury was the act of another party, albeit in legitimate self-defence, then the ensuing death was too remote or indirect to be imputed to the original aggressor."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"(3) If the learned judge's direction as to causation was correct, then he erred in law in directing the jury that they could bring in an alternative verdict of manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,The requirement that the jury had to be satisfied that the deceased was being used by the appellant as a shield required the jury to apply a test which was the same or very similar to the test of mens rea in murder.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The United States authorities cited to us, which reflect some diversity of judicial opinion, were concerned with the question whether an accused person could be convicted of the murder or manslaughter of a person by shooting, where the fatal shot was fired not by the accused but by some other person."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"In Commonwealth v. Almeida 362 Pa. 596 (1949), a case concerned with a robbery in the course of which shots were exchanged with police officers and a police officer was killed, the accused (one of the robbers) was convicted of the murder of the police officer."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"l8l (1947), that it was immaterial whether the shot which killed the police officer was fired by one of the robbers or by a police officer, the circumstances being such that the police officers were acting both in justifiable self-defence and in the performance of their duty."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"In these circumstances, even if the fatal shot was fired by one of the police officers, ""The felonious acts of the robbers in firing shots at the policemen, well knowing that their fire would be returned, as it should have been, was (sic) the proximate cause of Officer Ingling's death""."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"In Redline , it fell to the court to consider a case of armed robbery which gave rise to a gun battle between the robbers and police officers, in the course of which one of the robbers was killed by a bullet fired by one of the police officers."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"A majority of the Supreme Court of Pennsylvania held (following a number of earlier authorities, including in particular Commonwealth v. Campbell 89 Mass, 541 (1863), Butler v. The People 125 Ill. 64l (1888), and Commonwealth v. Moore 121 Ky. 97 (1905)) that the conviction of one of the robbers for the murder of the deceased robber could not stand, the fatal shot not having been fired by him but by another person with whom he was not acting in concert."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The point is that the reasoning of the Pennsylvanian court was concerned with the scope of the felony murder doctrine which, since the abolition of constructive malice in murder by section 1 of the Homicide Act, 1957, forms no part of English law."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"The approach of the majority of the Pennsylvanian court is amply illustrated by the following passage taken from page 476 of the report: ""In adjudging a felony-murder, it is to be remembered at all times that the thing which is imputed to a felon for a killing incidental to his felony is malice and not the act of killing ."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,The mere coincidence of homicide and felony is not enough to satisfy the requirement of the felony-murder doctrine....
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"""The legal situation which for years obtained in this State in cases of felony-murder was aptly epitomized by Mr. Justice Parker in Commonwealth v. Guida 341 Pa."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"100, as follows: '.... if a person killed another in doing or attempting to do another act, and if the act done or attempted to be done was a felony, the killing was murder."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,There was thus supplied the state of mind called malice which was essential to constitute murder.
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"And so, until the decision of this court in Commonwealth v. Almeida ...., the rule which was uniformly followed, whether by express statement or by implication, was that in order to convict for felony-murder, the killing must have been done by the defendant or by an accomplice or confederate or by one acting in furtherance of the felonious undertaking ."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"It at once becomes apparent that the case of Redline , and the earlier cases cited in it in support of the conclusion in that case, are of no assistance to an English court concerned with the English law of murder, of which the felony-murder doctrine forms no part."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Even so, it was pressed upon us by Lord Gifford that there either was, or should be, a comparable rule of English law, whereby, as a matter of policy, no man should be convicted of homicide (or, we imagine, any crime of violence to another person) unless he himself, or another person acting in concert with him, fired the shot (or, we imagine, struck the blow) which was the immediate cause of the victim's death (or injury)."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"Lord Gifford urged upon us that, in a case where the accused did not, for example, fire the shot which was the immediate cause of the victim's death, he will inevitably have committed some lesser crime, and that it would be sufficient that he should be convicted of that lesser crime."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"So, on the facts of the present case, it would be enough that the appellant was convicted of the crime of attempted murder of the two police officers, D. S. Sartain and D. C. Richards."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"In point of fact, it is not difficult to imagine circumstances in which it would manifestly be inadequate for the accused merely to be convicted of a lesser offence; for example, a man besieged by armed terrorists in a house might attempt to make his escape by forcing some other person to act as a shield, knowing full well that that person would in all probability be shot, and possibly killed, in consequence."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"For that man merely to be convicted of an assault would, if the person he used as a shield were to be shot and killed, surely be inadequate in the circumstances; we can see no reason why he should not be convicted at least of manslaughter."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"In our judgment, the question whether an accused person can be held guilty of homicide, either murder or manslaughter, of a victim the immediate cause of whose death is the act of another person must be determined on the ordinary principles of causation, uninhibited by any such rule of policy as that for which Lord Gifford has contended."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"But there are many-acts which are sine qua non of a homicide and yet are not either in law, or in ordinary parlance, the cause of it."
CLEAN_00114,https://www.bailii.org/ew/cases/EWCA/Crim/1983/1.html,"If I invite P to dinner and he is run over and killed on the way, my invitation may be a sine qua non of his death, but no one would say I killed him and I have not caused his death in law."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"On the 15th October 1985, in the Crown Court at Manchester in a trial conducted by Mr. Justice Caulfield before a jury, this appellant was convicted of murder and sentenced to life imprisonment."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,He said that he did not remember killing the baby.
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"Are you saying you killed the baby?""' The answer was, '""Yes, but I didn't intend to.'"""
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"He said: ""It is well-settled law that if on a charge of murder there is any evidence that the defendant was provoked, the court is bound to leave two questions to the jury to enable the jury to decide on the facts whether the Crown has disproved provocation."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"Then he turns to consider the alterations in the law made by section 3 of the Homicide Act 1957, to which we will later refer."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"""Finally, I think civilised society dictates that the natural episodes occurring in the life of a baby only days old have to be endured and cannot be utilised as the foundation of subjective provocation to enable his killer to escape a conviction for murder."""
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"Before turning to the arguments that have been put before this court, it seems to us appropriate to cite the precise terms of section 3 of the Homicide Act 1957 "
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"It reads: ""Where on a charge of murder there is evidence on which the jury can find that the person charged was provoked (whether by things done or by things said or by both together) to lose his self-control, the question whether the provocation was enough to make a reasonable man do as he did shall be left to be determined by the jury; and in determining that question the jury shall take into account everything both done and said according to the effect which, in their opinion, it would have on a reasonable man."""
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"Professor Williams wrote this: ""The Homicide Act, in allowing insults as provocation, inevitably alters the position, because an insult uttered in private is neither a crime nor even a tort."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"The first sentence of section 3 reads: ""Where on a charge of murder there is evidence on which the jury can find that the person charged was provoked ..... to lose his self-control."""
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,We also feel that reliance can be placed upon the common sense of juries upon whom the task of deciding the issue as imposed by section 3 and that that common sense will ensure that only in cases where the facts fully justified it would their verdict be likely to be that they would hold that a defendant's act in killing a crying child would be the response of a reasonable man within the section.
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"The learned judge directed the jury in these terms: ""If the defendant did the unlawful acts to the baby intending to kill the baby or cause him grievous bodily harm, then even if those acts were done in anger to stop the baby crying the defendant would be guilty of murder."""
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,Accordingly the conviction for murder and the sentence of life imprisonment will be quashed.
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,It is not contended that there can be any other verdict than manslaughter.
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"It is urged, and correctly urged, that the facts of this case involved a tragedy, the killing by a man of his tiny baby towards whom to the moment of the fatal acts he appeared to be affectionate."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,"Tragic though the circumstances were, we consider that the appropriate sentence to be imposed for manslaughter is one of five years imprisonment."
CLEAN_00466,https://www.bailii.org/ew/cases/EWCA/Crim/1986/1.html,Accordingly this appeal succeeds to the extent that we substitute a verdict of manslaughter for one of murder and a sentence of five years' imprisonment for the sentence which was mandatory under a verdict of murder.
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"JUSTICE EDMUND DAVIES : In July last at Nottingham Assizesm the appellant, having been indicted for and acquitted of the murder of Sylvia Jeannette Nott, was found guilty of manslaughter and was sentenced by Mr. Justice Glyn-Jones to 15 years' imprisonment."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"Did it make any difference, as far as the murder charge was concerned, whether or not the accused believed she was then already dead?"
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,The Jury were thus told in plain terms that they could not convict of murder unless it had been proved that the accused knew that Mrs. Nott was still alive when he threw her into the river or (at least) that he did not then believe she was dead.
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"We venture to express the view that such a direction was unduly benevolent to the accused and that the Jury should have been told that it was still open to them to convict of murder, notwithstanding that the accused may have thought his blows and attempt at strangulation had actually produced death when he threw the body in the river, if they regarded the accused's behaviour from the moment he first struck her to the moment when he threw her into the river as a series of acts designed to cause death or grievous bodily harm."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"In the present case the Jury, directed as they were, acquitted of murder."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"They had, however, been told that the trial Judge could see no ground upon which the accused could be acquitted of all crime and they convicted of manslaughter."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"Against that conviction the accused now appeals on the ground that there was a basic misdirection when the Jury were told (as they were) that, as to the offence of manslaughter, it was irrelevant whether the accused genuinely and honestly believed the body to be dead at the time of immersion."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"Against the background of the basic direction regarding the nature of the Crown's burden of proof as to murder, it seems to this Court that at least three possible bases of the manslaughter verdict call for consideration:- (a) Criminal Negligence."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,That passage was directed to the charge of murder.
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"As to manslaughter, the following direction was given at page 31D to F:- "".."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"If, not knowing whether the woman was dead or not, and not having taken the trouble to find out whether she was dead or not, he throws her body into the river, you may (if you think fit) come to the conclusion that that was a negligent act done utterly recklessly without regard to the danger to life or limb that would be caused by it - and that would be another ground on which the throwing of the body into the river would be manslaughter""."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"Inexplicable though a Jury's verdict may be and improper though it generally is to embark on enquiry as to its rationale ( Rex v. Larkin , 1942, 29 Criminal Appeal Reports, page 18),this Court is forced to the conclusion that the verdict returned was not based upon provocation reducing what would otherwise have been a murderous act to one of manslaughter."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"They are these; (1) at page 30H: ""If by an unlawful act of violence done deliberately to the person of another, that other is killed, the killing is manslaughter even though the accused never intended either death or grievous bodily harm."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"That is an unlawful killing and it does not matter whether he believed she was dead or not, and that is my direction to you"", and (2) at page 33A: ""I would suggest to you, though it is of course for you to approach your task as you think fit, that a convenient way of approaching it would be to say: What do we think about this defence that he honestly believed the woman to be dead?"
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"If you think that it is true, why then as I have told you, your proper verdict would be one of manslaughter, not murder""."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"It amounted to telling the Jury that, whenever any unlawful act is committed in relation to a human being which resulted in death there must be, at least, a conviction for manslaughter."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"But it appears to this Court that the passage of years has achieved a transformation in this branch of the law and, even in relation to manslaughter, a degree of mens rea has become recognised as essential."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"Stressing that we are here leaving entirely out of account those ingredients of homicide which might justify a verdict of manslaughter on the grounds of (a) criminal negligence, or (b) provocation or (c) diminished responsibility, the conclusion of this Court is that an unlawful act causing the death of another cannot, simply because it is an unlawful act, render a manslaughter verdict inevitable."
CLEAN_00203,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,"If such be the test, as we adjudge it to be, then it follows that in our view it was a misdirection to tell the Jury simpliciter that it mattered nothing for manslaughter whether or not the accused believed Mrs. Nott to be dead when he threw her in the river."
