src_label,dst_label,support_cases,obs_count,mean_score,max_score,src_type,dst_type
planning_premeditation,confession_or_admission,20,731,0.5726580027359781,0.87,narrative,evidence
confession_or_admission,weapon_firearm,20,2718,0.3887553348050037,0.62,evidence,narrative
confession_or_admission,planning_premeditation,20,731,0.3761067031463748,0.62,evidence,narrative
actus_reus_killing,actus_reus_killing,20,534,0.3193820224719101,0.42,legal_facts,legal_facts
murder,weapon_present,20,1965,0.25777353689567434,0.47,legal_facts,narrative
weapon_sharp,confession_or_admission,19,729,0.5661056241426612,0.745,narrative,evidence
confession_or_admission,weapon_sharp,19,729,0.37155692729766804,0.51,evidence,narrative
planning_premeditation,planning_premeditation,19,610,0.3409114754098361,0.63,narrative,narrative
weapon_sharp,weapon_sharp,19,2836,0.32529971791255285,0.445,narrative,narrative
location_public_space,weapon_firearm,18,3025,0.35633983471074376,0.57,narrative,narrative
weapon_firearm,location_public_space,18,3025,0.35633983471074376,0.57,narrative,narrative
weapon_firearm,weapon_firearm,18,16874,0.3372229465449805,0.57,narrative,narrative
assault_method_stabbing,murder,17,1160,0.6323353448275862,0.92,narrative,legal_facts
assault_method_shooting,actus_reus_killing,17,1342,0.6060760059612519,0.92,narrative,legal_facts
joint_enterprise_presence,actus_reus_killing,17,177,0.6049322033898304,0.92,narrative,legal_facts
assault_method_shooting,weapon_firearm,17,10309,0.3393296148996023,0.57,narrative,narrative
weapon_firearm,assault_method_shooting,17,10309,0.33904888932001165,0.57,narrative,narrative
murder,assault_method_stabbing,17,1160,0.2651905172413793,0.47,legal_facts,narrative
actus_reus_killing,assault_method_shooting,17,1342,0.2553241430700447,0.47,legal_facts,narrative
actus_reus_killing,joint_enterprise_presence,17,177,0.25445197740112996,0.47,legal_facts,narrative
weapon_firearm,actus_reus_killing,16,1893,0.6002028526148969,0.92,narrative,legal_facts
weapon_sharp,actus_reus_killing,16,489,0.5843865030674846,0.92,narrative,legal_facts
assault_method_shooting,assault_method_shooting,16,9546,0.33200628535512255,0.57,narrative,narrative
actus_reus_killing,weapon_firearm,16,1893,0.252351822503962,0.47,legal_facts,narrative
actus_reus_killing,weapon_sharp,16,489,0.24621472392638036,0.47,legal_facts,narrative
encounter,murder,15,642,0.679202492211838,0.92,narrative,legal_facts
assault_method_blunt_force,murder,15,724,0.6471560773480662,0.92,narrative,legal_facts
alibi_claim,murder,15,3820,0.6076976439790577,0.92,narrative,legal_facts
planning_premeditation,actus_reus_killing,15,251,0.5903545816733068,0.795,narrative,legal_facts
weapon_sharp,assault_method_stabbing,15,679,0.33941089837997057,0.57,narrative,narrative
assault_method_stabbing,weapon_sharp,15,679,0.3390824742268041,0.57,narrative,narrative
murder,encounter,15,642,0.2838629283489097,0.47,legal_facts,narrative
murder,assault_method_blunt_force,15,724,0.2712279005524862,0.47,legal_facts,narrative
accessory_or_complicity,accessory_or_complicity,15,1820,0.26275934065934065,0.42,legal_facts,legal_facts
murder,alibi_claim,15,3820,0.25537984293193716,0.47,legal_facts,narrative
actus_reus_killing,planning_premeditation,15,251,0.2482151394422311,0.333,legal_facts,narrative
location_public_space,accessory_or_complicity,14,400,0.5786175,0.92,narrative,legal_facts
alibi_claim,confession_or_admission,14,1130,0.5664415929203539,0.87,narrative,evidence
confession_or_admission,alibi_claim,14,1130,0.3720566371681416,0.62,evidence,narrative
assault_method_shooting,location_public_space,14,1767,0.36859818902093944,0.57,narrative,narrative
location_public_space,assault_method_shooting,14,1767,0.36843859649122807,0.57,narrative,narrative
joint_enterprise_presence,weapon_firearm,14,1111,0.35557335733573353,0.57,narrative,narrative
weapon_firearm,joint_enterprise_presence,14,1111,0.3553753375337534,0.57,narrative,narrative
assault_method_stabbing,location_public_space,14,276,0.35178260869565214,0.46,narrative,narrative
location_public_space,assault_method_stabbing,14,276,0.35105797101449276,0.44,narrative,narrative
weapon_present,weapon_firearm,14,2030,0.34329753694581283,0.57,narrative,narrative
weapon_firearm,weapon_present,14,2030,0.34318916256157633,0.57,narrative,narrative
alibi_claim,location_public_space,14,1071,0.33925303454715217,0.57,narrative,narrative
location_public_space,alibi_claim,14,1071,0.33925303454715217,0.57,narrative,narrative
accessory_or_complicity,location_public_space,14,400,0.24362750000000002,0.47,legal_facts,narrative
assault_method_stabbing,confession_or_admission,13,249,0.5890722891566265,0.87,narrative,evidence
confession_or_admission,accessory_or_complicity,13,169,0.5448165680473372,0.67,evidence,legal_facts
weapon_sharp,accessory_or_complicity,13,946,0.5354936575052854,0.92,narrative,legal_facts
encounter,location_public_space,13,179,0.4018994413407821,0.57,narrative,narrative
location_public_space,encounter,13,179,0.4018994413407821,0.57,narrative,narrative
confession_or_admission,assault_method_stabbing,13,249,0.3866546184738956,0.62,evidence,narrative
joint_enterprise_presence,joint_enterprise_presence,13,100,0.37388,0.46,narrative,narrative
planning_premeditation,joint_enterprise_presence,13,158,0.364746835443038,0.46,narrative,narrative
joint_enterprise_presence,planning_premeditation,13,158,0.36456962025316453,0.46,narrative,narrative
accessory_or_complicity,confession_or_admission,13,169,0.30263905325443785,0.37,legal_facts,evidence
accessory_or_complicity,weapon_sharp,13,946,0.22629281183932348,0.47,legal_facts,narrative
weapon_present,actus_reus_killing,12,369,0.6092845528455284,0.92,narrative,legal_facts
assault_method_blunt_force,actus_reus_killing,12,85,0.6029882352941176,0.77,narrative,legal_facts
assault_method_blunt_force,confession_or_admission,12,100,0.5945199999999999,0.87,narrative,evidence
assault_method_shooting,confession_or_admission,12,1626,0.5887865928659286,0.87,narrative,evidence
confession_or_admission,assault_method_blunt_force,12,100,0.38989999999999997,0.62,evidence,narrative
confession_or_admission,assault_method_shooting,12,1626,0.3858573185731857,0.62,evidence,narrative
weapon_present,location_public_space,12,355,0.3635492957746479,0.46,narrative,narrative
location_public_space,weapon_present,12,355,0.3633239436619718,0.44,narrative,narrative
assault_method_blunt_force,location_public_space,12,126,0.36317460317460315,0.42,narrative,narrative
location_public_space,assault_method_blunt_force,12,126,0.36317460317460315,0.42,narrative,narrative
assault_method_shooting,weapon_present,12,1359,0.343,0.57,narrative,narrative
weapon_present,assault_method_shooting,12,1359,0.34281162619573213,0.57,narrative,narrative
alibi_claim,alibi_claim,12,1274,0.33893406593406594,0.42,narrative,narrative
self_defence_legal,murder,12,2082,0.3233443804034582,0.57,legal_facts,legal_facts
murder,self_defence_legal,12,2082,0.3228823246878002,0.57,legal_facts,legal_facts
actus_reus_killing,diminished_responsibility,12,350,0.29637714285714284,0.42,legal_facts,legal_facts
diminished_responsibility,actus_reus_killing,12,350,0.29637714285714284,0.42,legal_facts,legal_facts
actus_reus_killing,weapon_present,12,369,0.25602439024390244,0.47,legal_facts,narrative
actus_reus_killing,assault_method_blunt_force,12,85,0.25316470588235296,0.32,legal_facts,narrative
encounter,confession_or_admission,11,271,0.6319188191881919,0.72,narrative,evidence
weapon_present,confession_or_admission,11,316,0.6118386075949367,0.87,narrative,evidence
defendant_intoxicated,murder,11,1127,0.579455190771961,0.92,narrative,legal_facts
location_private_dwelling,murder,11,394,0.5386624365482233,0.77,narrative,legal_facts
confession_or_admission,encounter,11,271,0.4133948339483394,0.47,evidence,narrative
confession_or_admission,weapon_present,11,316,0.40064556962025316,0.62,evidence,narrative
accessory_or_complicity,actus_reus_killing,11,381,0.33510236220472445,0.57,legal_facts,legal_facts
actus_reus_killing,accessory_or_complicity,11,381,0.33510236220472445,0.57,legal_facts,legal_facts
self_defence_legal,self_defence_legal,11,4984,0.3273166131621188,0.57,legal_facts,legal_facts
location_private_dwelling,location_public_space,11,59,0.3271864406779661,0.42,narrative,narrative
location_public_space,location_private_dwelling,11,59,0.3271864406779661,0.42,narrative,narrative
mens_rea_intent_to_kill,murder,11,743,0.2770740242261104,0.57,legal_facts,legal_facts
murder,mens_rea_intent_to_kill,11,743,0.2770740242261104,0.57,legal_facts,legal_facts
murder,defendant_intoxicated,11,1127,0.24460425909494232,0.47,legal_facts,narrative
murder,location_private_dwelling,11,394,0.22767766497461928,0.32,legal_facts,narrative
location_public_space,diminished_responsibility,10,162,0.6207777777777778,0.77,narrative,legal_facts
alibi_claim,actus_reus_killing,10,324,0.5780740740740741,0.77,narrative,legal_facts
motive_jealousy_revenge,murder,10,294,0.5768367346938775,0.92,narrative,legal_facts
location_private_dwelling,confession_or_admission,10,98,0.5405408163265306,0.74,narrative,evidence
location_private_dwelling,actus_reus_killing,10,78,0.5125769230769232,0.77,narrative,legal_facts
assault_method_blunt_force,joint_enterprise_presence,10,40,0.3635,0.42,narrative,narrative
joint_enterprise_presence,assault_method_blunt_force,10,40,0.3635,0.42,narrative,narrative
planning_premeditation,encounter,10,140,0.36142857142857143,0.46,narrative,narrative
encounter,planning_premeditation,10,140,0.36114285714285715,0.44,narrative,narrative
assault_method_shooting,joint_enterprise_presence,10,657,0.3597945205479452,0.57,narrative,narrative
joint_enterprise_presence,assault_method_shooting,10,657,0.35953272450532725,0.57,narrative,narrative
alibi_claim,planning_premeditation,10,487,0.35899794661190965,0.57,narrative,narrative
planning_premeditation,alibi_claim,10,487,0.35899794661190965,0.57,narrative,narrative
confession_or_admission,location_private_dwelling,10,98,0.35518367346938773,0.51,evidence,narrative
joint_enterprise_presence,weapon_present,10,159,0.3510440251572327,0.63,narrative,narrative
weapon_present,joint_enterprise_presence,10,159,0.3510440251572327,0.63,narrative,narrative
planning_premeditation,weapon_firearm,10,1639,0.34954484441732764,0.57,narrative,narrative
weapon_firearm,planning_premeditation,10,1639,0.34954484441732764,0.57,narrative,narrative
weapon_present,weapon_present,10,360,0.34109999999999996,0.46,narrative,narrative
self_defence_legal,actus_reus_killing,10,326,0.3324478527607362,0.57,legal_facts,legal_facts
actus_reus_killing,self_defence_legal,10,326,0.3322208588957055,0.57,legal_facts,legal_facts
defendant_intoxicated,location_public_space,10,138,0.31536231884057975,0.42,narrative,narrative
location_public_space,defendant_intoxicated,10,138,0.31536231884057975,0.42,narrative,narrative
weapon_sharp,joint_enterprise_presence,10,153,0.3132745098039216,0.42,narrative,narrative
joint_enterprise_presence,weapon_sharp,10,153,0.31319607843137254,0.42,narrative,narrative
murder,unlawful_killing,10,578,0.3061712802768166,0.57,legal_facts,legal_facts
unlawful_killing,murder,10,578,0.30608823529411766,0.57,legal_facts,legal_facts
mens_rea_intent_to_kill,mens_rea_intent_to_kill,10,120,0.2937666666666667,0.57,legal_facts,legal_facts
diminished_responsibility,location_public_space,10,162,0.2602716049382716,0.32,legal_facts,narrative
actus_reus_killing,alibi_claim,10,324,0.2432067901234568,0.32,legal_facts,narrative
murder,motive_jealousy_revenge,10,294,0.2431700680272109,0.47,legal_facts,narrative
actus_reus_killing,location_private_dwelling,10,78,0.21697435897435896,0.32,legal_facts,narrative
encounter,actus_reus_killing,9,76,0.6595263157894737,0.77,narrative,legal_facts
location_public_space,self_defence_legal,9,446,0.6425493273542601,0.77,narrative,legal_facts
weapon_sharp,wound_sharp_force,9,192,0.6248125,0.87,narrative,evidence
location_public_space,unlawful_killing,9,80,0.6015625,0.77,narrative,legal_facts
wound_sharp_force,murder,9,229,0.5886593886462882,0.67,evidence,legal_facts
joint_enterprise_presence,accessory_or_complicity,9,203,0.5676650246305418,0.92,narrative,legal_facts
location_public_space,mens_rea_intent_to_kill,9,87,0.553816091954023,0.77,narrative,legal_facts
confession_or_admission,mens_rea_intent_to_kill,9,40,0.4958,0.67,evidence,legal_facts
wound_sharp_force,weapon_sharp,9,192,0.40962499999999996,0.62,evidence,narrative
assault_method_blunt_force,assault_method_blunt_force,9,72,0.4066666666666666,0.42,narrative,narrative
assault_method_stabbing,assault_method_stabbing,9,338,0.3639349112426035,0.46,narrative,narrative
assault_method_shooting,planning_premeditation,9,676,0.35337278106508874,0.57,narrative,narrative
planning_premeditation,assault_method_shooting,9,676,0.3532130177514793,0.57,narrative,narrative
murder,wound_sharp_force,9,229,0.32638427947598253,0.37,legal_facts,evidence
planning_premeditation,assault_method_blunt_force,9,43,0.31832558139534883,0.46,narrative,narrative
assault_method_blunt_force,planning_premeditation,9,43,0.31534883720930235,0.44,narrative,narrative
actus_reus_killing,mens_rea_intent_to_kill,9,77,0.2934025974025974,0.57,legal_facts,legal_facts
mens_rea_intent_to_kill,actus_reus_killing,9,77,0.2934025974025974,0.57,legal_facts,legal_facts
mens_rea_intent_to_kill,confession_or_admission,9,40,0.2762,0.37,legal_facts,evidence
actus_reus_killing,encounter,9,76,0.27578947368421053,0.32,legal_facts,narrative
self_defence_legal,location_public_space,9,446,0.2698071748878924,0.32,legal_facts,narrative
unlawful_killing,location_public_space,9,80,0.252575,0.32,legal_facts,narrative
accessory_or_complicity,joint_enterprise_presence,9,203,0.239448275862069,0.47,legal_facts,narrative
mens_rea_intent_to_kill,location_public_space,9,87,0.23351724137931032,0.32,legal_facts,narrative
assault_method_stabbing,wound_sharp_force,8,51,0.6462745098039215,0.87,narrative,evidence
location_public_space,wound_sharp_force,8,49,0.645,0.72,narrative,evidence
assault_method_stabbing,accessory_or_complicity,8,115,0.6409739130434783,0.77,narrative,legal_facts
defendant_intoxicated,actus_reus_killing,8,118,0.6183728813559323,0.92,narrative,legal_facts
defendant_intoxicated,confession_or_admission,8,103,0.5865728155339806,0.72,narrative,evidence
weapon_firearm,accessory_or_complicity,8,654,0.5843853211009175,0.77,narrative,legal_facts
assault_method_stabbing,actus_reus_killing,8,85,0.5599294117647059,0.92,narrative,legal_facts
confession_or_admission,unlawful_killing,8,63,0.529984126984127,0.67,evidence,legal_facts
wound_sharp_force,actus_reus_killing,8,31,0.5265161290322581,0.67,evidence,legal_facts
confession_or_admission,diminished_responsibility,8,136,0.5179705882352942,0.67,evidence,legal_facts
confession_or_admission,self_defence_legal,8,190,0.5099526315789474,0.67,evidence,legal_facts
wound_sharp_force,assault_method_stabbing,8,51,0.4247450980392157,0.62,evidence,narrative
wound_sharp_force,location_public_space,8,49,0.42191836734693877,0.47,evidence,narrative
encounter,joint_enterprise_presence,8,41,0.41341463414634144,0.57,narrative,narrative
joint_enterprise_presence,encounter,8,41,0.41341463414634144,0.57,narrative,narrative
confession_or_admission,defendant_intoxicated,8,103,0.3845825242718446,0.47,evidence,narrative
weapon_present,planning_premeditation,8,186,0.3439784946236559,0.46,narrative,narrative
planning_premeditation,weapon_present,8,186,0.3438709677419355,0.46,narrative,narrative
weapon_sharp,weapon_firearm,8,653,0.3099387442572741,0.57,narrative,narrative
weapon_firearm,weapon_sharp,8,653,0.3098820826952527,0.57,narrative,narrative
weapon_present,weapon_sharp,8,319,0.3064451410658307,0.57,narrative,narrative
weapon_sharp,weapon_present,8,319,0.3064451410658307,0.57,narrative,narrative
weapon_sharp,alibi_claim,8,448,0.30539955357142856,0.445,narrative,narrative
alibi_claim,weapon_sharp,8,448,0.30491741071428574,0.433,narrative,narrative
planning_premeditation,weapon_sharp,8,130,0.29644615384615386,0.46,narrative,narrative
weapon_sharp,planning_premeditation,8,130,0.29583076923076923,0.44,narrative,narrative
unlawful_killing,confession_or_admission,8,63,0.2946507936507936,0.37,legal_facts,evidence
actus_reus_killing,wound_sharp_force,8,31,0.29280645161290325,0.37,legal_facts,evidence
diminished_responsibility,confession_or_admission,8,136,0.28816176470588234,0.37,legal_facts,evidence
self_defence_legal,confession_or_admission,8,190,0.28442105263157896,0.37,legal_facts,evidence
accessory_or_complicity,assault_method_stabbing,8,115,0.2683478260869565,0.32,legal_facts,narrative
actus_reus_killing,defendant_intoxicated,8,118,0.26010169491525426,0.47,legal_facts,narrative
accessory_or_complicity,weapon_firearm,8,654,0.24569724770642204,0.32,legal_facts,narrative
actus_reus_killing,assault_method_stabbing,8,85,0.23807058823529412,0.47,legal_facts,narrative
strangulation,murder,7,261,0.6043984674329501,0.92,narrative,legal_facts
assault_method_blunt_force,encounter,7,23,0.3947826086956522,0.42,narrative,narrative
encounter,assault_method_blunt_force,7,23,0.3947826086956522,0.42,narrative,narrative
planning_premeditation,motive_jealousy_revenge,7,44,0.38886363636363636,0.46,narrative,narrative
motive_jealousy_revenge,planning_premeditation,7,44,0.3887727272727272,0.46,narrative,narrative
joint_enterprise_presence,alibi_claim,7,250,0.36214799999999997,0.46,narrative,narrative
alibi_claim,joint_enterprise_presence,7,250,0.362068,0.44,narrative,narrative
assault_method_blunt_force,weapon_sharp,7,220,0.35447727272727275,0.42,narrative,narrative
weapon_sharp,assault_method_blunt_force,7,220,0.35447727272727275,0.42,narrative,narrative
alibi_claim,encounter,7,58,0.3510344827586207,0.42,narrative,narrative
encounter,alibi_claim,7,58,0.3510344827586207,0.42,narrative,narrative
motive_jealousy_revenge,joint_enterprise_presence,7,20,0.3411,0.63,narrative,narrative
joint_enterprise_presence,motive_jealousy_revenge,7,20,0.34009999999999996,0.63,narrative,narrative
assault_method_stabbing,alibi_claim,7,180,0.33445,0.46,narrative,narrative
alibi_claim,assault_method_stabbing,7,180,0.33300555555555555,0.44,narrative,narrative
weapon_present,assault_method_stabbing,7,45,0.32884444444444444,0.57,narrative,narrative
assault_method_stabbing,weapon_present,7,45,0.3284,0.57,narrative,narrative
actus_reus_killing,unlawful_killing,7,76,0.30705263157894735,0.42,legal_facts,legal_facts
unlawful_killing,actus_reus_killing,7,76,0.30705263157894735,0.42,legal_facts,legal_facts
causation,murder,7,1124,0.2944163701067615,0.57,legal_facts,legal_facts
murder,causation,7,1124,0.2944163701067615,0.57,legal_facts,legal_facts
murder,strangulation,7,261,0.2542528735632184,0.47,legal_facts,narrative
weapon_sharp,self_defence_legal,6,343,0.6608338192419825,0.92,narrative,legal_facts
weapon_present,self_defence_legal,6,324,0.6600833333333334,0.77,narrative,legal_facts
strangulation,actus_reus_killing,6,43,0.6540697674418605,0.77,narrative,legal_facts
abduction,murder,6,276,0.6372137681159421,0.92,narrative,legal_facts
joint_enterprise_presence,self_defence_legal,6,212,0.6194575471698113,0.77,narrative,legal_facts
joint_enterprise_presence,diminished_responsibility,6,132,0.6180606060606061,0.92,narrative,legal_facts
location_public_space,causation,6,235,0.6063999999999999,0.92,narrative,legal_facts
strangulation,confession_or_admission,6,81,0.5966296296296296,0.87,narrative,evidence
weapon_sharp,unlawful_killing,6,143,0.532020979020979,0.77,narrative,legal_facts
assault_method_stabbing,unlawful_killing,6,22,0.5271363636363636,0.77,narrative,legal_facts
motive_jealousy_revenge,confession_or_admission,6,36,0.5195,0.76,narrative,evidence
joint_enterprise_presence,mens_rea_intent_to_kill,6,27,0.5115925925925926,0.77,narrative,legal_facts
planning_premeditation,accessory_or_complicity,6,212,0.44513679245283017,0.77,narrative,legal_facts
confession_or_admission,causation,6,77,0.40645454545454546,0.67,evidence,legal_facts
confession_or_admission,strangulation,6,81,0.3914691358024691,0.62,evidence,narrative
location_public_space,strangulation,6,42,0.371047619047619,0.42,narrative,narrative
strangulation,location_public_space,6,42,0.371047619047619,0.42,narrative,narrative
encounter,weapon_sharp,6,37,0.3643243243243243,0.42,narrative,narrative
weapon_sharp,encounter,6,37,0.3643243243243243,0.42,narrative,narrative
confession_or_admission,wound_sharp_force,6,53,0.3566981132075472,0.42,evidence,evidence
wound_sharp_force,confession_or_admission,6,53,0.35647169811320756,0.42,evidence,evidence
abduction,location_public_space,6,65,0.35612307692307693,0.57,narrative,narrative
location_public_space,abduction,6,65,0.35612307692307693,0.57,narrative,narrative
assault_method_blunt_force,weapon_present,6,42,0.3557142857142857,0.42,narrative,narrative
weapon_present,assault_method_blunt_force,6,42,0.3557142857142857,0.42,narrative,narrative
confession_or_admission,motive_jealousy_revenge,6,36,0.3411666666666667,0.49,evidence,narrative
weapon_sharp,defendant_intoxicated,6,1209,0.3233068651778329,0.42,narrative,narrative
defendant_intoxicated,weapon_sharp,6,1209,0.3232464846980976,0.42,narrative,narrative
joint_enterprise_presence,assault_method_stabbing,6,42,0.32316666666666666,0.42,narrative,narrative
assault_method_stabbing,joint_enterprise_presence,6,42,0.3226904761904762,0.42,narrative,narrative
weapon_sharp,assault_method_shooting,6,763,0.31819003931847967,0.433,narrative,narrative
assault_method_shooting,weapon_sharp,6,763,0.3181743119266055,0.445,narrative,narrative
actus_reus_killing,causation,6,282,0.27897872340425534,0.42,legal_facts,legal_facts
causation,actus_reus_killing,6,282,0.27897872340425534,0.42,legal_facts,legal_facts
self_defence_legal,weapon_sharp,6,343,0.27749854227405246,0.47,legal_facts,narrative
self_defence_legal,weapon_present,6,324,0.27675,0.32,legal_facts,narrative
actus_reus_killing,strangulation,6,43,0.2736046511627907,0.32,legal_facts,narrative
murder,abduction,6,276,0.2683297101449275,0.47,legal_facts,narrative
self_defence_legal,joint_enterprise_presence,6,212,0.2608915094339623,0.32,legal_facts,narrative
diminished_responsibility,joint_enterprise_presence,6,132,0.26056060606060605,0.47,legal_facts,narrative
causation,location_public_space,6,235,0.2552595744680851,0.47,legal_facts,narrative
mens_rea_intent_to_kill,unlawful_killing,6,37,0.2532972972972973,0.42,legal_facts,legal_facts
unlawful_killing,mens_rea_intent_to_kill,6,37,0.2532972972972973,0.42,legal_facts,legal_facts
murder,insanity,6,393,0.2516361323155216,0.57,legal_facts,legal_facts
insanity,murder,6,393,0.25154198473282446,0.57,legal_facts,legal_facts
unlawful_killing,assault_method_stabbing,6,22,0.229,0.32,legal_facts,narrative
causation,confession_or_admission,6,77,0.22812987012987013,0.37,legal_facts,evidence
unlawful_killing,weapon_sharp,6,143,0.22481818181818183,0.32,legal_facts,narrative
mens_rea_intent_to_kill,joint_enterprise_presence,6,27,0.21674074074074076,0.32,legal_facts,narrative
weapon_present,mens_rea_intent_to_kill,5,43,0.6258139534883721,0.77,narrative,legal_facts
assault_method_shooting,accessory_or_complicity,5,540,0.6243203703703704,0.92,narrative,legal_facts
assault_method_blunt_force,diminished_responsibility,5,108,0.6160925925925925,0.77,narrative,legal_facts
assault_method_blunt_force,accessory_or_complicity,5,115,0.6001565217391305,0.77,narrative,legal_facts
weapon_firearm,self_defence_legal,5,2698,0.5880044477390659,0.92,narrative,legal_facts
assault_method_shooting,self_defence_legal,5,4996,0.5794759807846277,0.92,narrative,legal_facts
planning_premeditation,mens_rea_intent_to_kill,5,41,0.5778048780487806,0.77,narrative,legal_facts
location_public_space,insanity,5,193,0.5772746113989637,0.92,narrative,legal_facts
abduction,confession_or_admission,5,58,0.5582413793103448,0.72,narrative,evidence
weapon_present,accessory_or_complicity,5,462,0.5301385281385281,0.92,narrative,legal_facts
weapon_sharp,causation,5,58,0.5108275862068965,0.77,narrative,legal_facts
encounter,encounter,5,68,0.42,0.42,narrative,narrative
assault_method_blunt_force,assault_method_stabbing,5,119,0.39630252100840335,0.57,narrative,narrative
assault_method_stabbing,assault_method_blunt_force,5,119,0.39630252100840335,0.57,narrative,narrative
assault_method_shooting,encounter,5,110,0.37727272727272726,0.57,narrative,narrative
encounter,assault_method_shooting,5,110,0.3766,0.57,narrative,narrative
encounter,location_private_dwelling,5,13,0.37538461538461537,0.42,narrative,narrative
location_private_dwelling,encounter,5,13,0.37538461538461537,0.42,narrative,narrative
assault_method_shooting,motive_jealousy_revenge,5,78,0.37461538461538463,0.57,narrative,narrative
motive_jealousy_revenge,assault_method_shooting,5,78,0.3736666666666667,0.57,narrative,narrative
assault_method_shooting,assault_method_blunt_force,5,75,0.3685333333333333,0.57,narrative,narrative
assault_method_blunt_force,assault_method_shooting,5,75,0.36754666666666663,0.57,narrative,narrative
confession_or_admission,abduction,5,58,0.3665689655172414,0.47,evidence,narrative
alibi_claim,assault_method_shooting,5,1173,0.35172037510656434,0.42,narrative,narrative
assault_method_shooting,alibi_claim,5,1173,0.35172037510656434,0.42,narrative,narrative
assault_method_blunt_force,weapon_firearm,5,41,0.34682926829268296,0.42,narrative,narrative
weapon_firearm,assault_method_blunt_force,5,41,0.34682926829268296,0.42,narrative,narrative
motive_jealousy_revenge,weapon_present,5,15,0.34280000000000005,0.63,narrative,narrative
weapon_present,motive_jealousy_revenge,5,15,0.34146666666666664,0.63,narrative,narrative
assault_method_stabbing,planning_premeditation,5,78,0.33192307692307693,0.46,narrative,narrative
motive_jealousy_revenge,location_public_space,5,41,0.33082926829268294,0.46,narrative,narrative
planning_premeditation,assault_method_stabbing,5,78,0.3301282051282051,0.44,narrative,narrative
location_public_space,motive_jealousy_revenge,5,41,0.3288780487804878,0.44,narrative,narrative
unlawful_killing,unlawful_killing,5,28,0.3211428571428571,0.57,legal_facts,legal_facts
assault_method_blunt_force,motive_jealousy_revenge,5,39,0.30923076923076925,0.42,narrative,narrative
