case_id,src_label,dst_label
NEG_00001,weapon_present,actus_reus_killing
NEG_00001,motive_jealousy_revenge,accessory_or_complicity
NEG_00001,alibi_claim,alibi_claim
NEG_00001,weapon_firearm,accessory_or_complicity
NEG_00001,motive_jealousy_revenge,assault_method_shooting
NEG_00001,actus_reus_killing,weapon_sharp
NEG_00001,gunshot_residue_gsr,assault_method_shooting
NEG_00001,weapon_sharp,murder
NEG_00001,weapon_firearm,assault_method_shooting
NEG_00001,weapon_sharp,self_defence_legal
NEG_00001,prior_threats,murder
NEG_00001,diminished_responsibility,diminished_responsibility
NEG_00001,assault_method_shooting,accessory_or_complicity
NEG_00001,assault_method_stabbing,accessory_or_complicity
NEG_00001,murder,weapon_firearm
NEG_00001,motive_jealousy_revenge,murder
NEG_00001,accessory_or_complicity,actus_reus_killing
NEG_00001,assault_method_shooting,assault_method_shooting
NEG_00001,actus_reus_killing,diminished_responsibility
NEG_00001,weapon_present,accessory_or_complicity
NEG_00001,encounter,diminished_responsibility
NEG_00002,weapon_firearm,murder
NEG_00002,confession_or_admission,weapon_firearm
NEG_00002,actus_reus_killing,accessory_or_complicity
NEG_00002,weapon_present,assault_method_shooting
NEG_00002,actus_reus_killing,assault_method_shooting
NEG_00002,assault_method_shooting,murder
NEG_00002,assault_method_shooting,location_public_space
NEG_00002,murder,insanity
NEG_00002,assault_method_stabbing,murder
NEG_00002,confession_or_admission,actus_reus_killing
NEG_00002,accessory_or_complicity,accessory_or_complicity
NEG_00002,diminished_responsibility,murder
NEG_00002,weapon_present,murder
NEG_00002,encounter,murder
NEG_00002,actus_reus_killing,murder
NEG_00002,weapon_sharp,actus_reus_killing
NEG_00002,location_public_space,confession_or_admission
NEG_00002,accessory_or_complicity,assault_method_shooting
NEG_00002,murder,diminished_responsibility
NEG_00002,murder,accessory_or_complicity
NEG_00002,assault_method_shooting,motive_jealousy_revenge
NEG_00002,self_defence_legal,self_defence_legal
NEG_00002,gunshot_residue_gsr,weapon_firearm
NEG_00002,assault_method_shooting,weapon_present
NEG_00002,assault_method_shooting,manslaughter_unlawful_act
NEG_00002,weapon_firearm,weapon_firearm
NEG_00002,location_public_space,actus_reus_killing
NEG_00002,weapon_firearm,confession_or_admission
NEG_00002,weapon_firearm,gunshot_residue_gsr
NEG_00002,confession_or_admission,diminished_responsibility
NEG_00002,accessory_or_complicity,murder
NEG_00002,weapon_present,manslaughter_unlawful_act
NEG_00002,assault_method_shooting,weapon_firearm
NEG_00002,assault_method_shooting,gunshot_residue_gsr
NEG_00002,weapon_firearm,actus_reus_killing
NEG_00002,assault_method_shooting,confession_or_admission
NEG_00002,gunshot_residue_gsr,murder
NEG_00002,insanity,murder
NEG_00002,weapon_sharp,diminished_responsibility
NEG_00002,weapon_sharp,accessory_or_complicity
NEG_00002,diminished_responsibility,confession_or_admission
NEG_00002,assault_method_shooting,actus_reus_killing
NEG_00002,alibi_claim,murder
NEG_00002,diminished_responsibility,actus_reus_killing
NEG_00002,weapon_present,actus_reus_killing
NEG_00002,motive_jealousy_revenge,accessory_or_complicity
NEG_00002,alibi_claim,alibi_claim
NEG_00002,location_public_space,assault_method_shooting
NEG_00002,weapon_firearm,accessory_or_complicity
NEG_00002,motive_jealousy_revenge,assault_method_shooting
NEG_00002,actus_reus_killing,weapon_sharp
NEG_00002,gunshot_residue_gsr,assault_method_shooting
NEG_00002,weapon_sharp,murder
NEG_00002,weapon_firearm,assault_method_shooting
NEG_00002,weapon_sharp,self_defence_legal
NEG_00002,prior_threats,murder
NEG_00002,diminished_responsibility,diminished_responsibility
NEG_00002,assault_method_shooting,accessory_or_complicity
NEG_00002,assault_method_stabbing,accessory_or_complicity
NEG_00002,location_public_space,murder
NEG_00002,murder,weapon_firearm
NEG_00002,motive_jealousy_revenge,murder
NEG_00002,accessory_or_complicity,actus_reus_killing
NEG_00002,assault_method_shooting,assault_method_shooting
NEG_00002,actus_reus_killing,diminished_responsibility
NEG_00002,weapon_present,accessory_or_complicity
NEG_00002,encounter,diminished_responsibility
NEG_00002,murder,actus_reus_killing
NEG_00003,weapon_firearm,murder
NEG_00003,confession_or_admission,weapon_firearm
NEG_00003,actus_reus_killing,accessory_or_complicity
NEG_00003,weapon_present,assault_method_shooting
NEG_00003,actus_reus_killing,assault_method_shooting
NEG_00003,assault_method_shooting,murder
NEG_00003,assault_method_shooting,location_public_space
NEG_00003,murder,insanity
NEG_00003,assault_method_stabbing,murder
NEG_00003,confession_or_admission,actus_reus_killing
NEG_00003,accessory_or_complicity,accessory_or_complicity
NEG_00003,diminished_responsibility,murder
NEG_00003,weapon_present,murder
NEG_00003,encounter,murder
NEG_00003,actus_reus_killing,murder
NEG_00003,weapon_sharp,actus_reus_killing
NEG_00003,location_public_space,confession_or_admission
NEG_00003,accessory_or_complicity,assault_method_shooting
NEG_00003,murder,diminished_responsibility
NEG_00003,murder,accessory_or_complicity
NEG_00003,assault_method_shooting,motive_jealousy_revenge
NEG_00003,self_defence_legal,self_defence_legal
NEG_00003,gunshot_residue_gsr,weapon_firearm
NEG_00003,assault_method_shooting,weapon_present
NEG_00003,assault_method_shooting,manslaughter_unlawful_act
NEG_00003,weapon_firearm,weapon_firearm
NEG_00003,location_public_space,actus_reus_killing
NEG_00003,weapon_firearm,confession_or_admission
NEG_00003,weapon_firearm,gunshot_residue_gsr
NEG_00003,confession_or_admission,diminished_responsibility
NEG_00003,accessory_or_complicity,murder
NEG_00003,weapon_present,manslaughter_unlawful_act
NEG_00003,assault_method_shooting,weapon_firearm
NEG_00003,assault_method_shooting,gunshot_residue_gsr
NEG_00003,weapon_firearm,actus_reus_killing
NEG_00003,assault_method_shooting,confession_or_admission
NEG_00003,gunshot_residue_gsr,murder
NEG_00003,insanity,murder
NEG_00003,weapon_sharp,diminished_responsibility
NEG_00003,weapon_sharp,accessory_or_complicity
NEG_00003,diminished_responsibility,confession_or_admission
NEG_00003,assault_method_shooting,actus_reus_killing
NEG_00003,alibi_claim,murder
NEG_00003,diminished_responsibility,actus_reus_killing
NEG_00003,weapon_present,actus_reus_killing
NEG_00003,confession_or_admission,murder
NEG_00003,motive_jealousy_revenge,accessory_or_complicity
NEG_00003,alibi_claim,alibi_claim
NEG_00003,location_public_space,assault_method_shooting
NEG_00003,weapon_firearm,accessory_or_complicity
NEG_00003,motive_jealousy_revenge,assault_method_shooting
NEG_00003,actus_reus_killing,weapon_sharp
NEG_00003,gunshot_residue_gsr,assault_method_shooting
NEG_00003,weapon_sharp,murder
NEG_00003,weapon_firearm,assault_method_shooting
NEG_00003,weapon_sharp,self_defence_legal
NEG_00003,prior_threats,murder
NEG_00003,diminished_responsibility,diminished_responsibility
NEG_00003,assault_method_shooting,accessory_or_complicity
NEG_00003,assault_method_stabbing,accessory_or_complicity
NEG_00003,murder,weapon_firearm
NEG_00003,motive_jealousy_revenge,murder
NEG_00003,accessory_or_complicity,actus_reus_killing
NEG_00003,assault_method_shooting,assault_method_shooting
NEG_00003,actus_reus_killing,diminished_responsibility
NEG_00003,weapon_present,accessory_or_complicity
NEG_00003,encounter,diminished_responsibility
NEG_00003,murder,actus_reus_killing
NEG_00004,weapon_firearm,murder
NEG_00004,confession_or_admission,weapon_firearm
NEG_00004,actus_reus_killing,accessory_or_complicity
NEG_00004,weapon_present,assault_method_shooting
NEG_00004,actus_reus_killing,assault_method_shooting
NEG_00004,assault_method_shooting,murder
NEG_00004,assault_method_shooting,location_public_space
NEG_00004,murder,insanity
NEG_00004,confession_or_admission,actus_reus_killing
NEG_00004,accessory_or_complicity,accessory_or_complicity
NEG_00004,diminished_responsibility,murder
NEG_00004,weapon_present,murder
NEG_00004,encounter,murder
NEG_00004,actus_reus_killing,murder
NEG_00004,weapon_sharp,actus_reus_killing
NEG_00004,location_public_space,confession_or_admission
NEG_00004,accessory_or_complicity,assault_method_shooting
NEG_00004,murder,diminished_responsibility
NEG_00004,murder,accessory_or_complicity
NEG_00004,assault_method_shooting,motive_jealousy_revenge
NEG_00004,self_defence_legal,self_defence_legal
NEG_00004,gunshot_residue_gsr,weapon_firearm
NEG_00004,assault_method_shooting,weapon_present
NEG_00004,assault_method_shooting,manslaughter_unlawful_act
NEG_00004,weapon_firearm,weapon_firearm
NEG_00004,location_public_space,actus_reus_killing
NEG_00004,weapon_firearm,confession_or_admission
NEG_00004,weapon_firearm,gunshot_residue_gsr
NEG_00004,confession_or_admission,diminished_responsibility
NEG_00004,accessory_or_complicity,murder
NEG_00004,weapon_present,manslaughter_unlawful_act
NEG_00004,assault_method_shooting,weapon_firearm
NEG_00004,assault_method_shooting,gunshot_residue_gsr
NEG_00004,weapon_firearm,actus_reus_killing
NEG_00004,assault_method_shooting,confession_or_admission
NEG_00004,gunshot_residue_gsr,murder
NEG_00004,insanity,murder
NEG_00004,weapon_sharp,diminished_responsibility
NEG_00004,weapon_sharp,accessory_or_complicity
NEG_00004,diminished_responsibility,confession_or_admission
NEG_00004,assault_method_shooting,actus_reus_killing
NEG_00004,alibi_claim,murder
NEG_00004,diminished_responsibility,actus_reus_killing
NEG_00004,weapon_present,actus_reus_killing
NEG_00004,confession_or_admission,murder
NEG_00004,motive_jealousy_revenge,accessory_or_complicity
NEG_00004,alibi_claim,alibi_claim
NEG_00004,location_public_space,assault_method_shooting
NEG_00004,weapon_firearm,accessory_or_complicity
NEG_00004,motive_jealousy_revenge,assault_method_shooting
NEG_00004,actus_reus_killing,weapon_sharp
NEG_00004,gunshot_residue_gsr,assault_method_shooting
NEG_00004,weapon_sharp,murder
NEG_00004,weapon_firearm,assault_method_shooting
NEG_00004,weapon_sharp,self_defence_legal
NEG_00004,prior_threats,murder
NEG_00004,diminished_responsibility,diminished_responsibility
NEG_00004,assault_method_shooting,accessory_or_complicity
NEG_00004,assault_method_stabbing,accessory_or_complicity
NEG_00004,location_public_space,murder
NEG_00004,murder,weapon_firearm
NEG_00004,motive_jealousy_revenge,murder
NEG_00004,accessory_or_complicity,actus_reus_killing
NEG_00004,assault_method_shooting,assault_method_shooting
NEG_00004,actus_reus_killing,diminished_responsibility
NEG_00004,weapon_present,accessory_or_complicity
NEG_00004,encounter,diminished_responsibility
NEG_00004,murder,actus_reus_killing
NEG_00005,weapon_firearm,murder
NEG_00005,confession_or_admission,weapon_firearm
NEG_00005,actus_reus_killing,accessory_or_complicity
NEG_00005,weapon_present,assault_method_shooting
NEG_00005,actus_reus_killing,assault_method_shooting
NEG_00005,assault_method_shooting,murder
NEG_00005,assault_method_shooting,location_public_space
NEG_00005,murder,insanity
NEG_00005,assault_method_stabbing,murder
NEG_00005,confession_or_admission,actus_reus_killing
NEG_00005,accessory_or_complicity,accessory_or_complicity
NEG_00005,diminished_responsibility,murder
NEG_00005,weapon_present,murder
NEG_00005,encounter,murder
NEG_00005,actus_reus_killing,murder
NEG_00005,weapon_sharp,actus_reus_killing
NEG_00005,location_public_space,confession_or_admission
NEG_00005,accessory_or_complicity,assault_method_shooting
NEG_00005,murder,diminished_responsibility
NEG_00005,assault_method_shooting,motive_jealousy_revenge
NEG_00005,self_defence_legal,self_defence_legal
NEG_00005,gunshot_residue_gsr,weapon_firearm
NEG_00005,assault_method_shooting,weapon_present
NEG_00005,assault_method_shooting,manslaughter_unlawful_act
NEG_00005,weapon_firearm,weapon_firearm
NEG_00005,location_public_space,actus_reus_killing
NEG_00005,weapon_firearm,confession_or_admission
NEG_00005,weapon_firearm,gunshot_residue_gsr
NEG_00005,confession_or_admission,diminished_responsibility
NEG_00005,weapon_present,manslaughter_unlawful_act
NEG_00005,assault_method_shooting,weapon_firearm
NEG_00005,assault_method_shooting,gunshot_residue_gsr
NEG_00005,weapon_firearm,actus_reus_killing
NEG_00005,assault_method_shooting,confession_or_admission
NEG_00005,gunshot_residue_gsr,murder
NEG_00005,insanity,murder
NEG_00005,weapon_sharp,diminished_responsibility
NEG_00005,weapon_sharp,accessory_or_complicity
NEG_00005,murder,murder
NEG_00005,diminished_responsibility,confession_or_admission
NEG_00005,assault_method_shooting,actus_reus_killing
NEG_00005,alibi_claim,murder
NEG_00005,diminished_responsibility,actus_reus_killing
NEG_00005,weapon_present,actus_reus_killing
NEG_00005,confession_or_admission,murder
NEG_00005,alibi_claim,alibi_claim
NEG_00005,location_public_space,assault_method_shooting
NEG_00005,weapon_firearm,accessory_or_complicity
NEG_00005,motive_jealousy_revenge,assault_method_shooting
NEG_00005,actus_reus_killing,weapon_sharp
NEG_00005,gunshot_residue_gsr,assault_method_shooting
NEG_00005,weapon_sharp,murder
NEG_00005,weapon_firearm,assault_method_shooting
NEG_00005,weapon_sharp,self_defence_legal
NEG_00005,prior_threats,murder
NEG_00005,diminished_responsibility,diminished_responsibility
NEG_00005,assault_method_shooting,accessory_or_complicity
NEG_00005,assault_method_stabbing,accessory_or_complicity
NEG_00005,location_public_space,murder
NEG_00005,murder,weapon_firearm
NEG_00005,accessory_or_complicity,actus_reus_killing
NEG_00005,assault_method_shooting,assault_method_shooting
NEG_00005,actus_reus_killing,diminished_responsibility
NEG_00005,weapon_present,accessory_or_complicity
NEG_00005,encounter,diminished_responsibility
NEG_00005,murder,actus_reus_killing
NEG_00006,weapon_firearm,murder
NEG_00006,confession_or_admission,weapon_firearm
NEG_00006,actus_reus_killing,accessory_or_complicity
NEG_00006,weapon_present,assault_method_shooting
NEG_00006,actus_reus_killing,assault_method_shooting
NEG_00006,assault_method_shooting,murder
NEG_00006,assault_method_shooting,location_public_space
NEG_00006,murder,insanity
NEG_00006,assault_method_stabbing,murder
NEG_00006,confession_or_admission,actus_reus_killing
NEG_00006,accessory_or_complicity,accessory_or_complicity
NEG_00006,diminished_responsibility,murder
NEG_00006,weapon_present,murder
NEG_00006,encounter,murder
NEG_00006,actus_reus_killing,murder
NEG_00006,weapon_sharp,actus_reus_killing
NEG_00006,location_public_space,confession_or_admission
NEG_00006,accessory_or_complicity,assault_method_shooting
NEG_00006,murder,diminished_responsibility
NEG_00006,murder,accessory_or_complicity
NEG_00006,assault_method_shooting,motive_jealousy_revenge
NEG_00006,self_defence_legal,self_defence_legal
NEG_00006,gunshot_residue_gsr,weapon_firearm
NEG_00006,assault_method_shooting,weapon_present
NEG_00006,assault_method_shooting,manslaughter_unlawful_act
NEG_00006,weapon_firearm,weapon_firearm
NEG_00006,location_public_space,actus_reus_killing
NEG_00006,weapon_firearm,confession_or_admission
NEG_00006,weapon_firearm,gunshot_residue_gsr
NEG_00006,confession_or_admission,diminished_responsibility
NEG_00006,accessory_or_complicity,murder
NEG_00006,weapon_present,manslaughter_unlawful_act
NEG_00006,assault_method_shooting,weapon_firearm
NEG_00006,assault_method_shooting,gunshot_residue_gsr
NEG_00006,weapon_firearm,actus_reus_killing
NEG_00006,assault_method_shooting,confession_or_admission
NEG_00006,gunshot_residue_gsr,murder
NEG_00006,insanity,murder
NEG_00006,weapon_sharp,diminished_responsibility
NEG_00006,weapon_sharp,accessory_or_complicity
NEG_00006,murder,murder
NEG_00006,diminished_responsibility,confession_or_admission
NEG_00006,assault_method_shooting,actus_reus_killing
NEG_00006,alibi_claim,murder
NEG_00006,diminished_responsibility,actus_reus_killing
NEG_00006,weapon_present,actus_reus_killing
NEG_00006,confession_or_admission,murder
NEG_00006,motive_jealousy_revenge,accessory_or_complicity
NEG_00006,alibi_claim,alibi_claim
NEG_00006,location_public_space,assault_method_shooting
NEG_00006,weapon_firearm,accessory_or_complicity
NEG_00006,motive_jealousy_revenge,assault_method_shooting
NEG_00006,actus_reus_killing,weapon_sharp
NEG_00006,gunshot_residue_gsr,assault_method_shooting
NEG_00006,weapon_sharp,murder
NEG_00006,weapon_firearm,assault_method_shooting
NEG_00006,weapon_sharp,self_defence_legal
NEG_00006,prior_threats,murder
NEG_00006,diminished_responsibility,diminished_responsibility
NEG_00006,assault_method_shooting,accessory_or_complicity
NEG_00006,assault_method_stabbing,accessory_or_complicity
NEG_00006,location_public_space,murder
NEG_00006,murder,weapon_firearm
NEG_00006,motive_jealousy_revenge,murder
NEG_00006,accessory_or_complicity,actus_reus_killing
NEG_00006,assault_method_shooting,assault_method_shooting
NEG_00006,actus_reus_killing,diminished_responsibility
NEG_00006,weapon_present,accessory_or_complicity
NEG_00006,encounter,diminished_responsibility
NEG_00006,murder,actus_reus_killing
NEG_00007,weapon_firearm,murder
NEG_00007,confession_or_admission,weapon_firearm
NEG_00007,actus_reus_killing,accessory_or_complicity
NEG_00007,weapon_present,assault_method_shooting
NEG_00007,actus_reus_killing,assault_method_shooting
NEG_00007,assault_method_shooting,location_public_space
NEG_00007,murder,insanity
NEG_00007,assault_method_stabbing,murder
NEG_00007,confession_or_admission,actus_reus_killing
NEG_00007,accessory_or_complicity,accessory_or_complicity
NEG_00007,diminished_responsibility,murder
NEG_00007,weapon_present,murder
NEG_00007,encounter,murder
NEG_00007,actus_reus_killing,murder
NEG_00007,weapon_sharp,actus_reus_killing
NEG_00007,location_public_space,confession_or_admission
NEG_00007,accessory_or_complicity,assault_method_shooting
NEG_00007,murder,diminished_responsibility
NEG_00007,murder,accessory_or_complicity
NEG_00007,assault_method_shooting,motive_jealousy_revenge
NEG_00007,self_defence_legal,self_defence_legal
NEG_00007,gunshot_residue_gsr,weapon_firearm
NEG_00007,assault_method_shooting,weapon_present
NEG_00007,assault_method_shooting,manslaughter_unlawful_act
NEG_00007,weapon_firearm,weapon_firearm
NEG_00007,location_public_space,actus_reus_killing
NEG_00007,weapon_firearm,confession_or_admission
NEG_00007,weapon_firearm,gunshot_residue_gsr
NEG_00007,confession_or_admission,diminished_responsibility
NEG_00007,accessory_or_complicity,murder
NEG_00007,weapon_present,manslaughter_unlawful_act
NEG_00007,assault_method_shooting,weapon_firearm
NEG_00007,assault_method_shooting,gunshot_residue_gsr
NEG_00007,weapon_firearm,actus_reus_killing
NEG_00007,assault_method_shooting,confession_or_admission
NEG_00007,gunshot_residue_gsr,murder
NEG_00007,insanity,murder
NEG_00007,weapon_sharp,diminished_responsibility
NEG_00007,weapon_sharp,accessory_or_complicity
NEG_00007,diminished_responsibility,confession_or_admission
NEG_00007,assault_method_shooting,actus_reus_killing
NEG_00007,alibi_claim,murder
NEG_00007,diminished_responsibility,actus_reus_killing
NEG_00007,weapon_present,actus_reus_killing
NEG_00007,confession_or_admission,murder
NEG_00007,motive_jealousy_revenge,accessory_or_complicity
NEG_00007,alibi_claim,alibi_claim
NEG_00007,location_public_space,assault_method_shooting
NEG_00007,weapon_firearm,accessory_or_complicity
NEG_00007,motive_jealousy_revenge,assault_method_shooting
NEG_00007,actus_reus_killing,weapon_sharp
NEG_00007,gunshot_residue_gsr,assault_method_shooting
NEG_00007,weapon_sharp,murder
NEG_00007,weapon_firearm,assault_method_shooting
NEG_00007,weapon_sharp,self_defence_legal
NEG_00007,prior_threats,murder
NEG_00007,diminished_responsibility,diminished_responsibility
NEG_00007,assault_method_shooting,accessory_or_complicity
NEG_00007,assault_method_stabbing,accessory_or_complicity
NEG_00007,location_public_space,murder
NEG_00007,murder,weapon_firearm
NEG_00007,motive_jealousy_revenge,murder
NEG_00007,accessory_or_complicity,actus_reus_killing
NEG_00007,assault_method_shooting,assault_method_shooting
NEG_00007,actus_reus_killing,diminished_responsibility
NEG_00007,weapon_present,accessory_or_complicity
NEG_00007,encounter,diminished_responsibility
NEG_00007,murder,actus_reus_killing
NEG_00008,weapon_firearm,murder
NEG_00008,confession_or_admission,weapon_firearm
NEG_00008,actus_reus_killing,accessory_or_complicity
NEG_00008,weapon_present,assault_method_shooting
NEG_00008,actus_reus_killing,assault_method_shooting
NEG_00008,assault_method_shooting,location_public_space
NEG_00008,murder,insanity
NEG_00008,assault_method_stabbing,murder
NEG_00008,confession_or_admission,actus_reus_killing
NEG_00008,accessory_or_complicity,accessory_or_complicity
NEG_00008,diminished_responsibility,murder
NEG_00008,weapon_present,murder
NEG_00008,encounter,murder
NEG_00008,actus_reus_killing,murder
NEG_00008,weapon_sharp,actus_reus_killing
NEG_00008,location_public_space,confession_or_admission
NEG_00008,accessory_or_complicity,assault_method_shooting
NEG_00008,murder,diminished_responsibility
NEG_00008,murder,accessory_or_complicity
NEG_00008,assault_method_shooting,motive_jealousy_revenge
NEG_00008,self_defence_legal,self_defence_legal
NEG_00008,gunshot_residue_gsr,weapon_firearm
NEG_00008,assault_method_shooting,weapon_present
NEG_00008,assault_method_shooting,manslaughter_unlawful_act
NEG_00008,weapon_firearm,weapon_firearm
NEG_00008,location_public_space,actus_reus_killing
NEG_00008,weapon_firearm,confession_or_admission
NEG_00008,weapon_firearm,gunshot_residue_gsr
NEG_00008,confession_or_admission,diminished_responsibility
NEG_00008,accessory_or_complicity,murder
NEG_00008,weapon_present,manslaughter_unlawful_act
NEG_00008,assault_method_shooting,weapon_firearm
NEG_00008,assault_method_shooting,gunshot_residue_gsr
NEG_00008,weapon_firearm,actus_reus_killing
NEG_00008,assault_method_shooting,confession_or_admission
NEG_00008,gunshot_residue_gsr,murder
NEG_00008,insanity,murder
NEG_00008,weapon_sharp,diminished_responsibility
NEG_00008,weapon_sharp,accessory_or_complicity
NEG_00008,diminished_responsibility,confession_or_admission
NEG_00008,assault_method_shooting,actus_reus_killing
NEG_00008,alibi_claim,murder
NEG_00008,diminished_responsibility,actus_reus_killing
NEG_00008,weapon_present,actus_reus_killing
NEG_00008,confession_or_admission,murder
NEG_00008,motive_jealousy_revenge,accessory_or_complicity
NEG_00008,alibi_claim,alibi_claim
NEG_00008,location_public_space,assault_method_shooting
NEG_00008,weapon_firearm,accessory_or_complicity
NEG_00008,motive_jealousy_revenge,assault_method_shooting
NEG_00008,actus_reus_killing,weapon_sharp
NEG_00008,gunshot_residue_gsr,assault_method_shooting
NEG_00008,weapon_sharp,murder
NEG_00008,weapon_firearm,assault_method_shooting
NEG_00008,weapon_sharp,self_defence_legal
NEG_00008,prior_threats,murder
NEG_00008,diminished_responsibility,diminished_responsibility
NEG_00008,assault_method_shooting,accessory_or_complicity
NEG_00008,assault_method_stabbing,accessory_or_complicity
NEG_00008,location_public_space,murder
NEG_00008,murder,weapon_firearm
NEG_00008,motive_jealousy_revenge,murder
NEG_00008,accessory_or_complicity,actus_reus_killing
NEG_00008,assault_method_shooting,assault_method_shooting
NEG_00008,actus_reus_killing,diminished_responsibility
NEG_00008,weapon_present,accessory_or_complicity
NEG_00008,encounter,diminished_responsibility
NEG_00008,murder,actus_reus_killing
NEG_00009,weapon_firearm,murder
NEG_00009,confession_or_admission,weapon_firearm
NEG_00009,actus_reus_killing,accessory_or_complicity
NEG_00009,weapon_present,assault_method_shooting
NEG_00009,actus_reus_killing,assault_method_shooting
NEG_00009,assault_method_shooting,location_public_space
NEG_00009,murder,insanity
NEG_00009,assault_method_stabbing,murder
NEG_00009,confession_or_admission,actus_reus_killing
NEG_00009,accessory_or_complicity,accessory_or_complicity
NEG_00009,diminished_responsibility,murder
NEG_00009,weapon_present,murder
NEG_00009,encounter,murder
NEG_00009,actus_reus_killing,murder
NEG_00009,weapon_sharp,actus_reus_killing
NEG_00009,location_public_space,confession_or_admission
NEG_00009,accessory_or_complicity,assault_method_shooting
NEG_00009,murder,diminished_responsibility
