case_id,label
NEG_00001,motive_jealousy_revenge
NEG_00001,defendant_intoxicated
NEG_00001,victim_intoxicated
NEG_00001,concealment_actions
NEG_00001,disposal_of_weapon
NEG_00001,flight_after_offence
NEG_00001,alibi_claim
NEG_00001,joint_enterprise_presence
NEG_00001,withdrawal_from_joint_enterprise
NEG_00001,abduction
NEG_00001,tied_restraint
NEG_00001,weapon_petrol_fire
NEG_00001,post_offence_burial
NEG_00001,boasting_admissions
NEG_00001,confession_third_party
NEG_00001,prior_assault
NEG_00001,cctv_presence
NEG_00001,cctv_attack_visible
NEG_00001,eyewitness_identification
NEG_00001,eyewitness_heard_threat
NEG_00001,dna_match_victim_on_defendant
NEG_00001,dna_match_defendant_on_weapon
NEG_00001,fingerprint_match_on_weapon
NEG_00001,gunshot_residue_gsr
NEG_00001,blood_spatter_pattern_consistent
NEG_00001,injury_defensive_wounds
NEG_00001,wound_sharp_force
NEG_00001,wound_blunt_force
NEG_00001,time_of_death_window_narrow
NEG_00001,phone_cell_site_near_scene
NEG_00001,call_logs_prior_contact
NEG_00001,messages_prior_threats
NEG_00001,search_history_weapons_or_poison
NEG_00001,purchase_record_weapon
NEG_00001,financial_transactions_gain
NEG_00001,inconsistent_statements
NEG_00001,witness_self_defence_statements
NEG_00001,expert_opinion_diminished_resp
NEG_00001,medical_history_mental_impairment
NEG_00001,paragraph_marker
NEG_00001,unlawful_killing
NEG_00001,causation
NEG_00001,mens_rea_intent_to_kill
NEG_00001,mens_rea_intent_gbh
NEG_00001,self_defence_legal
NEG_00001,insanity
NEG_00001,diminished_responsibility
NEG_00001,loss_of_control
NEG_00001,duress_not_available_murder
NEG_00001,accessory_or_complicity
NEG_00001,withdrawal_effective
NEG_00001,manslaughter_diminished_resp
NEG_00001,manslaughter_loss_of_control
NEG_00001,manslaughter_unlawful_act
NEG_00001,manslaughter_gross_negligence
NEG_00001,lawful_killing_self_defence
NEG_00002,encounter
NEG_00002,prior_conflict
NEG_00002,prior_threats
NEG_00002,planning_premeditation
NEG_00002,weapon_present
NEG_00002,weapon_firearm
NEG_00002,weapon_sharp
NEG_00002,weapon_blunt
NEG_00002,poisoning
NEG_00002,strangulation
NEG_00002,assault_method_stabbing
NEG_00002,assault_method_shooting
NEG_00002,assault_method_blunt_force
NEG_00002,location_private_dwelling
NEG_00002,location_public_space
NEG_00002,motive_financial_gain
NEG_00002,motive_jealousy_revenge
NEG_00002,defendant_intoxicated
NEG_00002,victim_intoxicated
NEG_00002,concealment_actions
NEG_00002,disposal_of_weapon
NEG_00002,flight_after_offence
NEG_00002,alibi_claim
NEG_00002,joint_enterprise_presence
NEG_00002,withdrawal_from_joint_enterprise
NEG_00002,abduction
NEG_00002,tied_restraint
NEG_00002,weapon_petrol_fire
NEG_00002,post_offence_burial
NEG_00002,boasting_admissions
NEG_00002,confession_third_party
NEG_00002,prior_assault
NEG_00002,cctv_presence
NEG_00002,cctv_attack_visible
NEG_00002,eyewitness_identification
NEG_00002,eyewitness_heard_threat
NEG_00002,dna_match_victim_on_defendant
NEG_00002,dna_match_defendant_on_weapon
NEG_00002,fingerprint_match_on_weapon
NEG_00002,gunshot_residue_gsr
NEG_00002,blood_spatter_pattern_consistent
NEG_00002,injury_defensive_wounds
NEG_00002,wound_sharp_force
NEG_00002,wound_blunt_force
NEG_00002,time_of_death_window_narrow
NEG_00002,phone_cell_site_near_scene
NEG_00002,call_logs_prior_contact
NEG_00002,messages_prior_threats
NEG_00002,search_history_weapons_or_poison
NEG_00002,purchase_record_weapon
NEG_00002,financial_transactions_gain
NEG_00002,inconsistent_statements
NEG_00002,witness_self_defence_statements
NEG_00002,expert_opinion_diminished_resp
NEG_00002,medical_history_mental_impairment
NEG_00002,paragraph_marker
NEG_00002,actus_reus_killing
NEG_00002,unlawful_killing
NEG_00002,causation
NEG_00002,mens_rea_intent_to_kill
NEG_00002,mens_rea_intent_gbh
NEG_00002,self_defence_legal
NEG_00002,insanity
NEG_00002,diminished_responsibility
NEG_00002,loss_of_control
NEG_00002,duress_not_available_murder
NEG_00002,accessory_or_complicity
NEG_00002,withdrawal_effective
NEG_00002,manslaughter_diminished_resp
NEG_00002,manslaughter_loss_of_control
NEG_00002,manslaughter_unlawful_act
NEG_00002,manslaughter_gross_negligence
NEG_00002,lawful_killing_self_defence
NEG_00003,encounter
NEG_00003,prior_conflict
NEG_00003,prior_threats
NEG_00003,planning_premeditation
NEG_00003,weapon_present
NEG_00003,weapon_firearm
NEG_00003,weapon_sharp
NEG_00003,weapon_blunt
NEG_00003,poisoning
NEG_00003,strangulation
NEG_00003,assault_method_stabbing
NEG_00003,assault_method_shooting
NEG_00003,assault_method_blunt_force
NEG_00003,location_private_dwelling
NEG_00003,motive_financial_gain
NEG_00003,motive_jealousy_revenge
NEG_00003,defendant_intoxicated
NEG_00003,victim_intoxicated
NEG_00003,concealment_actions
NEG_00003,disposal_of_weapon
NEG_00003,flight_after_offence
NEG_00003,alibi_claim
NEG_00003,joint_enterprise_presence
NEG_00003,withdrawal_from_joint_enterprise
NEG_00003,abduction
NEG_00003,tied_restraint
NEG_00003,weapon_petrol_fire
NEG_00003,post_offence_burial
NEG_00003,boasting_admissions
NEG_00003,confession_third_party
NEG_00003,prior_assault
NEG_00003,cctv_presence
NEG_00003,cctv_attack_visible
NEG_00003,eyewitness_identification
NEG_00003,eyewitness_heard_threat
NEG_00003,dna_match_victim_on_defendant
NEG_00003,dna_match_defendant_on_weapon
NEG_00003,fingerprint_match_on_weapon
NEG_00003,gunshot_residue_gsr
NEG_00003,blood_spatter_pattern_consistent
NEG_00003,injury_defensive_wounds
NEG_00003,wound_sharp_force
NEG_00003,wound_blunt_force
NEG_00003,time_of_death_window_narrow
NEG_00003,phone_cell_site_near_scene
NEG_00003,call_logs_prior_contact
NEG_00003,messages_prior_threats
NEG_00003,search_history_weapons_or_poison
NEG_00003,purchase_record_weapon
NEG_00003,financial_transactions_gain
NEG_00003,confession_or_admission
NEG_00003,inconsistent_statements
NEG_00003,witness_self_defence_statements
NEG_00003,expert_opinion_diminished_resp
NEG_00003,medical_history_mental_impairment
NEG_00003,paragraph_marker
NEG_00003,actus_reus_killing
NEG_00003,unlawful_killing
NEG_00003,causation
NEG_00003,mens_rea_intent_to_kill
NEG_00003,mens_rea_intent_gbh
NEG_00003,self_defence_legal
NEG_00003,insanity
NEG_00003,diminished_responsibility
NEG_00003,loss_of_control
NEG_00003,duress_not_available_murder
NEG_00003,accessory_or_complicity
NEG_00003,withdrawal_effective
NEG_00003,manslaughter_diminished_resp
NEG_00003,manslaughter_loss_of_control
NEG_00003,manslaughter_unlawful_act
NEG_00003,manslaughter_gross_negligence
NEG_00003,lawful_killing_self_defence
NEG_00004,encounter
NEG_00004,prior_conflict
NEG_00004,prior_threats
NEG_00004,planning_premeditation
NEG_00004,weapon_present
NEG_00004,weapon_firearm
NEG_00004,weapon_sharp
NEG_00004,weapon_blunt
NEG_00004,poisoning
NEG_00004,strangulation
NEG_00004,assault_method_shooting
NEG_00004,assault_method_blunt_force
NEG_00004,location_private_dwelling
NEG_00004,location_public_space
NEG_00004,motive_financial_gain
NEG_00004,motive_jealousy_revenge
NEG_00004,defendant_intoxicated
NEG_00004,victim_intoxicated
NEG_00004,concealment_actions
NEG_00004,disposal_of_weapon
NEG_00004,flight_after_offence
NEG_00004,alibi_claim
NEG_00004,joint_enterprise_presence
NEG_00004,withdrawal_from_joint_enterprise
NEG_00004,abduction
NEG_00004,tied_restraint
NEG_00004,weapon_petrol_fire
NEG_00004,post_offence_burial
NEG_00004,boasting_admissions
NEG_00004,confession_third_party
NEG_00004,prior_assault
NEG_00004,cctv_presence
NEG_00004,cctv_attack_visible
NEG_00004,eyewitness_identification
NEG_00004,eyewitness_heard_threat
NEG_00004,dna_match_victim_on_defendant
NEG_00004,dna_match_defendant_on_weapon
NEG_00004,fingerprint_match_on_weapon
NEG_00004,gunshot_residue_gsr
NEG_00004,blood_spatter_pattern_consistent
NEG_00004,injury_defensive_wounds
NEG_00004,wound_sharp_force
NEG_00004,wound_blunt_force
NEG_00004,time_of_death_window_narrow
NEG_00004,phone_cell_site_near_scene
NEG_00004,call_logs_prior_contact
NEG_00004,messages_prior_threats
NEG_00004,search_history_weapons_or_poison
NEG_00004,purchase_record_weapon
NEG_00004,financial_transactions_gain
NEG_00004,confession_or_admission
NEG_00004,inconsistent_statements
NEG_00004,witness_self_defence_statements
NEG_00004,expert_opinion_diminished_resp
NEG_00004,medical_history_mental_impairment
NEG_00004,paragraph_marker
NEG_00004,actus_reus_killing
NEG_00004,unlawful_killing
NEG_00004,causation
NEG_00004,mens_rea_intent_to_kill
NEG_00004,mens_rea_intent_gbh
NEG_00004,self_defence_legal
NEG_00004,insanity
NEG_00004,diminished_responsibility
NEG_00004,loss_of_control
NEG_00004,duress_not_available_murder
NEG_00004,accessory_or_complicity
NEG_00004,withdrawal_effective
NEG_00004,manslaughter_diminished_resp
NEG_00004,manslaughter_loss_of_control
NEG_00004,manslaughter_unlawful_act
NEG_00004,manslaughter_gross_negligence
NEG_00004,lawful_killing_self_defence
NEG_00005,encounter
NEG_00005,prior_conflict
NEG_00005,prior_threats
NEG_00005,planning_premeditation
NEG_00005,weapon_present
NEG_00005,weapon_firearm
NEG_00005,weapon_sharp
NEG_00005,weapon_blunt
NEG_00005,poisoning
NEG_00005,strangulation
NEG_00005,assault_method_stabbing
NEG_00005,assault_method_shooting
NEG_00005,assault_method_blunt_force
NEG_00005,location_private_dwelling
NEG_00005,location_public_space
NEG_00005,motive_financial_gain
NEG_00005,defendant_intoxicated
NEG_00005,victim_intoxicated
NEG_00005,concealment_actions
NEG_00005,disposal_of_weapon
NEG_00005,flight_after_offence
NEG_00005,alibi_claim
NEG_00005,joint_enterprise_presence
NEG_00005,withdrawal_from_joint_enterprise
NEG_00005,abduction
NEG_00005,tied_restraint
NEG_00005,weapon_petrol_fire
NEG_00005,post_offence_burial
NEG_00005,boasting_admissions
NEG_00005,confession_third_party
NEG_00005,prior_assault
NEG_00005,cctv_presence
NEG_00005,cctv_attack_visible
NEG_00005,eyewitness_identification
NEG_00005,eyewitness_heard_threat
NEG_00005,dna_match_victim_on_defendant
NEG_00005,dna_match_defendant_on_weapon
NEG_00005,fingerprint_match_on_weapon
NEG_00005,gunshot_residue_gsr
NEG_00005,blood_spatter_pattern_consistent
NEG_00005,injury_defensive_wounds
NEG_00005,wound_sharp_force
NEG_00005,wound_blunt_force
NEG_00005,time_of_death_window_narrow
NEG_00005,phone_cell_site_near_scene
NEG_00005,call_logs_prior_contact
NEG_00005,messages_prior_threats
NEG_00005,search_history_weapons_or_poison
NEG_00005,purchase_record_weapon
NEG_00005,financial_transactions_gain
NEG_00005,confession_or_admission
NEG_00005,inconsistent_statements
NEG_00005,witness_self_defence_statements
NEG_00005,expert_opinion_diminished_resp
NEG_00005,medical_history_mental_impairment
NEG_00005,paragraph_marker
NEG_00005,actus_reus_killing
NEG_00005,unlawful_killing
NEG_00005,causation
NEG_00005,mens_rea_intent_to_kill
NEG_00005,mens_rea_intent_gbh
NEG_00005,self_defence_legal
NEG_00005,insanity
NEG_00005,diminished_responsibility
NEG_00005,loss_of_control
NEG_00005,duress_not_available_murder
NEG_00005,withdrawal_effective
NEG_00005,manslaughter_diminished_resp
NEG_00005,manslaughter_loss_of_control
NEG_00005,manslaughter_unlawful_act
NEG_00005,manslaughter_gross_negligence
NEG_00005,lawful_killing_self_defence
NEG_00006,encounter
NEG_00006,prior_conflict
NEG_00006,prior_threats
NEG_00006,planning_premeditation
NEG_00006,weapon_present
NEG_00006,weapon_firearm
NEG_00006,weapon_sharp
NEG_00006,weapon_blunt
NEG_00006,poisoning
NEG_00006,strangulation
NEG_00006,assault_method_stabbing
NEG_00006,assault_method_shooting
NEG_00006,assault_method_blunt_force
NEG_00006,location_private_dwelling
NEG_00006,location_public_space
NEG_00006,motive_financial_gain
NEG_00006,motive_jealousy_revenge
NEG_00006,defendant_intoxicated
NEG_00006,victim_intoxicated
NEG_00006,concealment_actions
NEG_00006,disposal_of_weapon
NEG_00006,flight_after_offence
NEG_00006,alibi_claim
NEG_00006,joint_enterprise_presence
NEG_00006,withdrawal_from_joint_enterprise
NEG_00006,abduction
NEG_00006,tied_restraint
NEG_00006,weapon_petrol_fire
NEG_00006,post_offence_burial
NEG_00006,boasting_admissions
NEG_00006,confession_third_party
NEG_00006,prior_assault
NEG_00006,cctv_presence
NEG_00006,cctv_attack_visible
NEG_00006,eyewitness_identification
NEG_00006,eyewitness_heard_threat
NEG_00006,dna_match_victim_on_defendant
NEG_00006,dna_match_defendant_on_weapon
NEG_00006,fingerprint_match_on_weapon
NEG_00006,gunshot_residue_gsr
NEG_00006,blood_spatter_pattern_consistent
NEG_00006,injury_defensive_wounds
NEG_00006,wound_sharp_force
NEG_00006,wound_blunt_force
NEG_00006,time_of_death_window_narrow
NEG_00006,phone_cell_site_near_scene
NEG_00006,call_logs_prior_contact
NEG_00006,messages_prior_threats
NEG_00006,search_history_weapons_or_poison
NEG_00006,purchase_record_weapon
NEG_00006,financial_transactions_gain
NEG_00006,confession_or_admission
NEG_00006,inconsistent_statements
NEG_00006,witness_self_defence_statements
NEG_00006,expert_opinion_diminished_resp
NEG_00006,medical_history_mental_impairment
NEG_00006,paragraph_marker
NEG_00006,actus_reus_killing
NEG_00006,unlawful_killing
NEG_00006,causation
NEG_00006,mens_rea_intent_to_kill
NEG_00006,mens_rea_intent_gbh
NEG_00006,self_defence_legal
NEG_00006,insanity
NEG_00006,diminished_responsibility
NEG_00006,loss_of_control
NEG_00006,duress_not_available_murder
NEG_00006,accessory_or_complicity
NEG_00006,withdrawal_effective
NEG_00006,manslaughter_diminished_resp
NEG_00006,manslaughter_loss_of_control
NEG_00006,manslaughter_unlawful_act
NEG_00006,manslaughter_gross_negligence
NEG_00006,lawful_killing_self_defence
NEG_00007,encounter
NEG_00007,prior_conflict
NEG_00007,prior_threats
NEG_00007,planning_premeditation
NEG_00007,weapon_present
NEG_00007,weapon_firearm
NEG_00007,weapon_sharp
NEG_00007,weapon_blunt
NEG_00007,poisoning
NEG_00007,strangulation
NEG_00007,assault_method_stabbing
NEG_00007,assault_method_blunt_force
NEG_00007,location_private_dwelling
NEG_00007,location_public_space
NEG_00007,motive_financial_gain
NEG_00007,motive_jealousy_revenge
NEG_00007,defendant_intoxicated
NEG_00007,victim_intoxicated
NEG_00007,concealment_actions
NEG_00007,disposal_of_weapon
NEG_00007,flight_after_offence
NEG_00007,alibi_claim
NEG_00007,joint_enterprise_presence
NEG_00007,withdrawal_from_joint_enterprise
NEG_00007,abduction
NEG_00007,tied_restraint
NEG_00007,weapon_petrol_fire
NEG_00007,post_offence_burial
NEG_00007,boasting_admissions
NEG_00007,confession_third_party
NEG_00007,prior_assault
NEG_00007,cctv_presence
NEG_00007,cctv_attack_visible
NEG_00007,eyewitness_identification
NEG_00007,eyewitness_heard_threat
NEG_00007,dna_match_victim_on_defendant
NEG_00007,dna_match_defendant_on_weapon
NEG_00007,fingerprint_match_on_weapon
NEG_00007,gunshot_residue_gsr
NEG_00007,blood_spatter_pattern_consistent
NEG_00007,injury_defensive_wounds
NEG_00007,wound_sharp_force
NEG_00007,wound_blunt_force
NEG_00007,time_of_death_window_narrow
NEG_00007,phone_cell_site_near_scene
NEG_00007,call_logs_prior_contact
NEG_00007,messages_prior_threats
NEG_00007,search_history_weapons_or_poison
NEG_00007,purchase_record_weapon
NEG_00007,financial_transactions_gain
NEG_00007,confession_or_admission
NEG_00007,inconsistent_statements
NEG_00007,witness_self_defence_statements
NEG_00007,expert_opinion_diminished_resp
NEG_00007,medical_history_mental_impairment
NEG_00007,paragraph_marker
NEG_00007,actus_reus_killing
NEG_00007,unlawful_killing
NEG_00007,causation
NEG_00007,mens_rea_intent_to_kill
NEG_00007,mens_rea_intent_gbh
NEG_00007,self_defence_legal
NEG_00007,insanity
NEG_00007,diminished_responsibility
NEG_00007,loss_of_control
NEG_00007,duress_not_available_murder
NEG_00007,accessory_or_complicity
NEG_00007,withdrawal_effective
NEG_00007,manslaughter_diminished_resp
NEG_00007,manslaughter_loss_of_control
NEG_00007,manslaughter_unlawful_act
NEG_00007,manslaughter_gross_negligence
NEG_00007,lawful_killing_self_defence
NEG_00008,encounter
NEG_00008,prior_conflict
NEG_00008,prior_threats
NEG_00008,planning_premeditation
NEG_00008,weapon_present
NEG_00008,weapon_firearm
NEG_00008,weapon_sharp
NEG_00008,weapon_blunt
NEG_00008,poisoning
NEG_00008,strangulation
NEG_00008,assault_method_stabbing
NEG_00008,assault_method_blunt_force
NEG_00008,location_private_dwelling
NEG_00008,location_public_space
NEG_00008,motive_financial_gain
NEG_00008,motive_jealousy_revenge
NEG_00008,defendant_intoxicated
NEG_00008,victim_intoxicated
NEG_00008,concealment_actions
NEG_00008,disposal_of_weapon
NEG_00008,flight_after_offence
NEG_00008,alibi_claim
NEG_00008,joint_enterprise_presence
NEG_00008,withdrawal_from_joint_enterprise
NEG_00008,abduction
NEG_00008,tied_restraint
NEG_00008,weapon_petrol_fire
NEG_00008,post_offence_burial
NEG_00008,boasting_admissions
NEG_00008,confession_third_party
NEG_00008,prior_assault
NEG_00008,cctv_presence
NEG_00008,cctv_attack_visible
NEG_00008,eyewitness_identification
NEG_00008,eyewitness_heard_threat
NEG_00008,dna_match_victim_on_defendant
NEG_00008,dna_match_defendant_on_weapon
NEG_00008,fingerprint_match_on_weapon
NEG_00008,gunshot_residue_gsr
NEG_00008,blood_spatter_pattern_consistent
NEG_00008,injury_defensive_wounds
NEG_00008,wound_sharp_force
NEG_00008,wound_blunt_force
NEG_00008,time_of_death_window_narrow
NEG_00008,phone_cell_site_near_scene
NEG_00008,call_logs_prior_contact
NEG_00008,messages_prior_threats
NEG_00008,search_history_weapons_or_poison
NEG_00008,purchase_record_weapon
NEG_00008,financial_transactions_gain
NEG_00008,confession_or_admission
NEG_00008,inconsistent_statements
NEG_00008,witness_self_defence_statements
NEG_00008,expert_opinion_diminished_resp
NEG_00008,medical_history_mental_impairment
NEG_00008,paragraph_marker
NEG_00008,actus_reus_killing
NEG_00008,unlawful_killing
NEG_00008,causation
NEG_00008,mens_rea_intent_to_kill
NEG_00008,mens_rea_intent_gbh
NEG_00008,self_defence_legal
NEG_00008,insanity
NEG_00008,diminished_responsibility
NEG_00008,loss_of_control
NEG_00008,duress_not_available_murder
NEG_00008,accessory_or_complicity
NEG_00008,withdrawal_effective
NEG_00008,manslaughter_diminished_resp
NEG_00008,manslaughter_loss_of_control
NEG_00008,manslaughter_unlawful_act
NEG_00008,manslaughter_gross_negligence
NEG_00008,lawful_killing_self_defence
NEG_00009,encounter
NEG_00009,prior_conflict
NEG_00009,prior_threats
NEG_00009,planning_premeditation
NEG_00009,weapon_present
NEG_00009,weapon_firearm
NEG_00009,weapon_sharp
NEG_00009,weapon_blunt
NEG_00009,poisoning
NEG_00009,strangulation
NEG_00009,assault_method_stabbing
NEG_00009,assault_method_blunt_force
NEG_00009,location_private_dwelling
NEG_00009,location_public_space
NEG_00009,motive_financial_gain
NEG_00009,motive_jealousy_revenge
NEG_00009,defendant_intoxicated
NEG_00009,victim_intoxicated
NEG_00009,concealment_actions
NEG_00009,disposal_of_weapon
NEG_00009,flight_after_offence
NEG_00009,alibi_claim
NEG_00009,joint_enterprise_presence
NEG_00009,withdrawal_from_joint_enterprise
NEG_00009,abduction
NEG_00009,tied_restraint
NEG_00009,weapon_petrol_fire
NEG_00009,post_offence_burial
NEG_00009,boasting_admissions
NEG_00009,confession_third_party
NEG_00009,prior_assault
NEG_00009,cctv_presence
NEG_00009,cctv_attack_visible
NEG_00009,eyewitness_identification
NEG_00009,eyewitness_heard_threat
NEG_00009,dna_match_victim_on_defendant
NEG_00009,dna_match_defendant_on_weapon
NEG_00009,fingerprint_match_on_weapon
NEG_00009,gunshot_residue_gsr
NEG_00009,blood_spatter_pattern_consistent
NEG_00009,injury_defensive_wounds
NEG_00009,wound_sharp_force
NEG_00009,wound_blunt_force
NEG_00009,time_of_death_window_narrow
NEG_00009,phone_cell_site_near_scene
NEG_00009,call_logs_prior_contact
NEG_00009,messages_prior_threats
NEG_00009,search_history_weapons_or_poison
NEG_00009,purchase_record_weapon
NEG_00009,financial_transactions_gain
NEG_00009,confession_or_admission
NEG_00009,inconsistent_statements
NEG_00009,witness_self_defence_statements
NEG_00009,expert_opinion_diminished_resp
NEG_00009,medical_history_mental_impairment
NEG_00009,paragraph_marker
NEG_00009,actus_reus_killing
NEG_00009,unlawful_killing
NEG_00009,causation
NEG_00009,mens_rea_intent_to_kill
NEG_00009,mens_rea_intent_gbh
NEG_00009,self_defence_legal
NEG_00009,insanity
NEG_00009,diminished_responsibility
NEG_00009,loss_of_control
NEG_00009,duress_not_available_murder
NEG_00009,accessory_or_complicity
NEG_00009,withdrawal_effective
NEG_00009,manslaughter_diminished_resp
NEG_00009,manslaughter_loss_of_control
NEG_00009,manslaughter_unlawful_act
NEG_00009,manslaughter_gross_negligence
NEG_00009,lawful_killing_self_defence
NEG_00010,encounter
NEG_00010,prior_conflict
NEG_00010,prior_threats
NEG_00010,planning_premeditation
NEG_00010,weapon_present
NEG_00010,weapon_firearm
NEG_00010,weapon_sharp
NEG_00010,weapon_blunt
NEG_00010,poisoning
NEG_00010,strangulation
NEG_00010,assault_method_stabbing
NEG_00010,assault_method_blunt_force
NEG_00010,location_private_dwelling
NEG_00010,location_public_space
NEG_00010,motive_financial_gain
NEG_00010,motive_jealousy_revenge
NEG_00010,defendant_intoxicated
NEG_00010,victim_intoxicated
NEG_00010,concealment_actions
NEG_00010,disposal_of_weapon
NEG_00010,flight_after_offence
NEG_00010,alibi_claim
NEG_00010,joint_enterprise_presence
NEG_00010,withdrawal_from_joint_enterprise
NEG_00010,abduction
NEG_00010,tied_restraint
NEG_00010,weapon_petrol_fire
NEG_00010,post_offence_burial
NEG_00010,boasting_admissions
NEG_00010,confession_third_party
NEG_00010,prior_assault
NEG_00010,cctv_presence
NEG_00010,cctv_attack_visible
NEG_00010,eyewitness_identification
NEG_00010,eyewitness_heard_threat
NEG_00010,dna_match_victim_on_defendant
NEG_00010,dna_match_defendant_on_weapon
NEG_00010,fingerprint_match_on_weapon
NEG_00010,gunshot_residue_gsr
NEG_00010,blood_spatter_pattern_consistent
NEG_00010,injury_defensive_wounds
NEG_00010,wound_sharp_force
NEG_00010,wound_blunt_force
NEG_00010,time_of_death_window_narrow
NEG_00010,phone_cell_site_near_scene
NEG_00010,call_logs_prior_contact
NEG_00010,messages_prior_threats
NEG_00010,search_history_weapons_or_poison
NEG_00010,purchase_record_weapon
NEG_00010,financial_transactions_gain
NEG_00010,confession_or_admission
NEG_00010,inconsistent_statements
NEG_00010,witness_self_defence_statements
NEG_00010,expert_opinion_diminished_resp
NEG_00010,medical_history_mental_impairment
NEG_00010,paragraph_marker
NEG_00010,actus_reus_killing
NEG_00010,unlawful_killing
NEG_00010,causation
NEG_00010,mens_rea_intent_to_kill
NEG_00010,mens_rea_intent_gbh
NEG_00010,self_defence_legal
NEG_00010,insanity
NEG_00010,diminished_responsibility
NEG_00010,loss_of_control
NEG_00010,duress_not_available_murder
NEG_00010,accessory_or_complicity
NEG_00010,withdrawal_effective
NEG_00010,manslaughter_diminished_resp
NEG_00010,manslaughter_loss_of_control
NEG_00010,manslaughter_unlawful_act
NEG_00010,manslaughter_gross_negligence
NEG_00010,lawful_killing_self_defence
NEG_00011,encounter
NEG_00011,prior_conflict
NEG_00011,prior_threats
NEG_00011,planning_premeditation
NEG_00011,weapon_present
NEG_00011,weapon_firearm
NEG_00011,weapon_sharp
NEG_00011,weapon_blunt
NEG_00011,poisoning
NEG_00011,strangulation
NEG_00011,assault_method_stabbing
NEG_00011,assault_method_blunt_force
NEG_00011,location_private_dwelling
NEG_00011,location_public_space
NEG_00011,motive_financial_gain
NEG_00011,motive_jealousy_revenge
NEG_00011,defendant_intoxicated
NEG_00011,victim_intoxicated
NEG_00011,concealment_actions
NEG_00011,disposal_of_weapon
NEG_00011,flight_after_offence
NEG_00011,alibi_claim
NEG_00011,joint_enterprise_presence
NEG_00011,withdrawal_from_joint_enterprise
NEG_00011,abduction
NEG_00011,tied_restraint
NEG_00011,weapon_petrol_fire
NEG_00011,post_offence_burial
NEG_00011,boasting_admissions
NEG_00011,confession_third_party
NEG_00011,prior_assault
NEG_00011,cctv_presence
NEG_00011,cctv_attack_visible
NEG_00011,eyewitness_identification
NEG_00011,eyewitness_heard_threat
NEG_00011,dna_match_victim_on_defendant
NEG_00011,dna_match_defendant_on_weapon
NEG_00011,fingerprint_match_on_weapon
NEG_00011,gunshot_residue_gsr
NEG_00011,blood_spatter_pattern_consistent
NEG_00011,injury_defensive_wounds
NEG_00011,wound_sharp_force
NEG_00011,wound_blunt_force
NEG_00011,time_of_death_window_narrow
NEG_00011,phone_cell_site_near_scene
