case_id,label,type,count
CASE_00565,planning_premeditation,narrative,4
CASE_00565,weapon_present,narrative,1
CASE_00565,weapon_sharp,narrative,2
CASE_00577,alibi_claim,narrative,13
CASE_00577,assault_method_stabbing,narrative,7
CASE_00577,confession_or_admission,evidence,14
CASE_00577,location_private_dwelling,narrative,1
CASE_00577,location_public_space,narrative,10
CASE_00577,murder,legal_facts,21
CASE_00577,planning_premeditation,narrative,7
CASE_00577,unlawful_killing,legal_facts,1
CASE_00577,weapon_sharp,narrative,3
CASE_00625,assault_method_shooting,narrative,5
CASE_00625,murder,legal_facts,9
CASE_00625,planning_premeditation,narrative,6
CASE_00625,self_defence_legal,legal_facts,4
CASE_00625,weapon_firearm,narrative,2
CASE_00625,weapon_present,narrative,2
CASE_00629,abduction,narrative,1
CASE_00629,actus_reus_killing,legal_facts,1
CASE_00629,alibi_claim,narrative,11
CASE_00629,confession_or_admission,evidence,4
CASE_00629,location_public_space,narrative,3
CASE_00629,mens_rea_intent_to_kill,legal_facts,2
CASE_00629,murder,legal_facts,12
CASE_00629,planning_premeditation,narrative,9
CASE_00629,strangulation,narrative,5
CASE_00629,weapon_sharp,narrative,1
CASE_00657,accessory_or_complicity,legal_facts,1
CASE_00657,assault_method_stabbing,narrative,7
CASE_00657,defendant_intoxicated,narrative,1
CASE_00657,insanity,legal_facts,1
CASE_00657,location_public_space,narrative,2
CASE_00657,murder,legal_facts,12
CASE_00657,weapon_firearm,narrative,1
CASE_00657,weapon_sharp,narrative,5
CASE_00657,wound_sharp_force,evidence,1
CASE_00668,actus_reus_killing,legal_facts,2
CASE_00668,alibi_claim,narrative,20
CASE_00668,assault_method_shooting,narrative,14
CASE_00668,confession_or_admission,evidence,8
CASE_00668,inconsistent_statements,evidence,1
CASE_00668,joint_enterprise_presence,narrative,6
CASE_00668,location_public_space,narrative,19
CASE_00668,murder,legal_facts,52
CASE_00668,planning_premeditation,narrative,2
CASE_00668,weapon_firearm,narrative,44
CASE_00668,weapon_petrol_fire,narrative,6
CASE_00671,actus_reus_killing,legal_facts,3
CASE_00671,confession_or_admission,evidence,1
CASE_00671,diminished_responsibility,legal_facts,30
CASE_00671,location_public_space,narrative,1
CASE_00671,murder,legal_facts,7
CASE_00671,planning_premeditation,narrative,1
CASE_00671,strangulation,narrative,7
CASE_00672,accessory_or_complicity,legal_facts,10
CASE_00672,actus_reus_killing,legal_facts,9
CASE_00672,assault_method_shooting,narrative,43
CASE_00672,causation,legal_facts,1
CASE_00672,confession_or_admission,evidence,4
CASE_00672,diminished_responsibility,legal_facts,2
CASE_00672,joint_enterprise_presence,narrative,2
CASE_00672,location_private_dwelling,narrative,3
CASE_00672,location_public_space,narrative,5
CASE_00672,murder,legal_facts,33
CASE_00672,strangulation,narrative,1
CASE_00672,tied_restraint,narrative,1
CASE_00672,weapon_firearm,narrative,50
CASE_00672,weapon_present,narrative,9
CASE_00672,weapon_sharp,narrative,11
CASE_00693,assault_method_stabbing,narrative,2
CASE_00693,causation,legal_facts,10
CASE_00693,confession_or_admission,evidence,4
CASE_00693,diminished_responsibility,legal_facts,6
CASE_00693,location_public_space,narrative,4
CASE_00693,murder,legal_facts,3
CASE_00693,weapon_sharp,narrative,1
CASE_00712,actus_reus_killing,legal_facts,2
CASE_00712,confession_or_admission,evidence,3
CASE_00712,defendant_intoxicated,narrative,1
CASE_00712,encounter,narrative,1
CASE_00712,flight_after_offence,narrative,1
CASE_00712,location_private_dwelling,narrative,1
CASE_00712,location_public_space,narrative,2
CASE_00712,murder,legal_facts,31
CASE_00712,planning_premeditation,narrative,4
CASE_00712,weapon_firearm,narrative,1
CASE_00721,actus_reus_killing,legal_facts,3
CASE_00721,alibi_claim,narrative,3
CASE_00721,assault_method_stabbing,narrative,1
CASE_00721,confession_or_admission,evidence,3
CASE_00721,location_public_space,narrative,6
CASE_00721,murder,legal_facts,6
CASE_00721,strangulation,narrative,1
CASE_00721,tied_restraint,narrative,1
CASE_00721,weapon_sharp,narrative,11
CASE_00721,wound_sharp_force,evidence,4
CASE_00730,location_public_space,narrative,3
CASE_00730,murder,legal_facts,1
CASE_00730,planning_premeditation,narrative,1
CASE_00775,confession_or_admission,evidence,3
CASE_00775,joint_enterprise_presence,narrative,1
CASE_00775,location_public_space,narrative,1
CASE_00775,murder,legal_facts,8
CASE_00775,planning_premeditation,narrative,1
CASE_00775,weapon_firearm,narrative,1
CASE_00775,weapon_sharp,narrative,1
CASE_00779,actus_reus_killing,legal_facts,1
CASE_00779,assault_method_blunt_force,narrative,1
CASE_00779,assault_method_shooting,narrative,65
CASE_00779,confession_or_admission,evidence,1
CASE_00779,diminished_responsibility,legal_facts,14
CASE_00779,encounter,narrative,1
CASE_00779,insanity,legal_facts,1
CASE_00779,joint_enterprise_presence,narrative,2
CASE_00779,location_public_space,narrative,3
CASE_00779,loss_of_control,legal_facts,2
CASE_00779,mens_rea_intent_to_kill,legal_facts,2
CASE_00779,motive_jealousy_revenge,narrative,1
CASE_00779,murder,legal_facts,13
CASE_00779,planning_premeditation,narrative,2
CASE_00779,self_defence_legal,legal_facts,66
CASE_00779,weapon_firearm,narrative,31
CASE_00779,weapon_present,narrative,2
CASE_00801,actus_reus_killing,legal_facts,5
CASE_00801,location_public_space,narrative,2
CASE_00801,murder,legal_facts,5
CASE_00818,accessory_or_complicity,legal_facts,1
CASE_00818,actus_reus_killing,legal_facts,1
CASE_00818,assault_method_shooting,narrative,21
CASE_00818,confession_or_admission,evidence,7
CASE_00818,joint_enterprise_presence,narrative,2
CASE_00818,location_public_space,narrative,9
CASE_00818,murder,legal_facts,4
CASE_00818,self_defence_legal,legal_facts,6
CASE_00818,weapon_firearm,narrative,17
CASE_00853,confession_or_admission,evidence,8
CASE_00853,location_public_space,narrative,1
CASE_00853,murder,legal_facts,3
CASE_00856,confession_or_admission,evidence,8
CASE_00856,location_public_space,narrative,1
CASE_00856,murder,legal_facts,3
CASE_00875,actus_reus_killing,legal_facts,3
CASE_00875,assault_method_shooting,narrative,15
CASE_00875,confession_or_admission,evidence,6
CASE_00875,location_private_dwelling,narrative,1
CASE_00875,location_public_space,narrative,4
CASE_00875,murder,legal_facts,13
CASE_00875,weapon_firearm,narrative,5
CASE_00875,weapon_present,narrative,2
CASE_00877,accessory_or_complicity,legal_facts,2
CASE_00877,alibi_claim,narrative,5
CASE_00877,assault_method_stabbing,narrative,6
CASE_00877,confession_or_admission,evidence,1
CASE_00877,encounter,narrative,2
CASE_00877,location_public_space,narrative,7
CASE_00877,murder,legal_facts,7
CASE_00877,prior_threats,narrative,1
CASE_00877,weapon_sharp,narrative,7
NEG_00000,murder,legal_facts,2
NEG_00001,actus_reus_killing,legal_facts,1
NEG_00001,assault_method_shooting,narrative,1
NEG_00001,confession_or_admission,evidence,1
NEG_00001,location_public_space,narrative,1
NEG_00001,murder,legal_facts,2
NEG_00002,confession_or_admission,evidence,1
NEG_00002,murder,legal_facts,2
NEG_00003,location_public_space,narrative,1
NEG_00003,murder,legal_facts,3
NEG_00004,assault_method_stabbing,narrative,1
NEG_00004,murder,legal_facts,2
NEG_00005,accessory_or_complicity,legal_facts,1
NEG_00005,motive_jealousy_revenge,narrative,1
NEG_00005,murder,legal_facts,1
NEG_00006,murder,legal_facts,1
NEG_00007,assault_method_shooting,narrative,1
NEG_00007,murder,legal_facts,4
NEG_00008,assault_method_shooting,narrative,1
NEG_00008,murder,legal_facts,4
NEG_00009,assault_method_shooting,narrative,1
NEG_00009,murder,legal_facts,4
NEG_00010,assault_method_shooting,narrative,1
NEG_00010,murder,legal_facts,4
NEG_00011,assault_method_shooting,narrative,1
NEG_00011,murder,legal_facts,4
NEG_00012,actus_reus_killing,legal_facts,1
NEG_00012,assault_method_shooting,narrative,1
NEG_00012,manslaughter_unlawful_act,legal_facts,1
NEG_00012,murder,legal_facts,6
NEG_00012,weapon_present,narrative,1
NEG_00013,accessory_or_complicity,legal_facts,1
NEG_00013,murder,legal_facts,1
NEG_00014,murder,legal_facts,3
NEG_00015,murder,legal_facts,3
NEG_00016,assault_method_shooting,narrative,3
NEG_00016,gunshot_residue_gsr,evidence,4
NEG_00016,murder,legal_facts,2
NEG_00016,weapon_firearm,narrative,4
NEG_00017,diminished_responsibility,legal_facts,2
NEG_00017,murder,legal_facts,2
NEG_00018,actus_reus_killing,legal_facts,1
NEG_00018,assault_method_shooting,narrative,1
NEG_00018,murder,legal_facts,1
NEG_00018,weapon_firearm,narrative,2
NEG_00019,assault_method_shooting,narrative,1
NEG_00020,location_public_space,narrative,1
NEG_00020,murder,legal_facts,4
NEG_00021,murder,legal_facts,1
NEG_00022,murder,legal_facts,1
NEG_00023,murder,legal_facts,1
NEG_00024,murder,legal_facts,1
NEG_00025,confession_or_admission,evidence,2
NEG_00025,murder,legal_facts,2
NEG_00026,murder,legal_facts,3
NEG_00027,murder,legal_facts,3
NEG_00028,murder,legal_facts,3
NEG_00029,murder,legal_facts,1
NEG_00030,murder,legal_facts,1
NEG_00031,murder,legal_facts,1
NEG_00032,diminished_responsibility,legal_facts,2
NEG_00032,encounter,narrative,1
NEG_00032,murder,legal_facts,3
NEG_00033,murder,legal_facts,1
NEG_00034,actus_reus_killing,legal_facts,1
NEG_00034,diminished_responsibility,legal_facts,2
NEG_00034,murder,legal_facts,1
NEG_00034,self_defence_legal,legal_facts,2
NEG_00034,weapon_sharp,narrative,1
NEG_00035,murder,legal_facts,1
NEG_00036,confession_or_admission,evidence,1
NEG_00036,murder,legal_facts,1
NEG_00037,confession_or_admission,evidence,1
NEG_00037,murder,legal_facts,1
NEG_00037,weapon_firearm,narrative,1
NEG_00038,murder,legal_facts,1
NEG_00039,accessory_or_complicity,legal_facts,1
NEG_00039,actus_reus_killing,legal_facts,1
NEG_00039,murder,legal_facts,1
NEG_00040,confession_or_admission,evidence,1
NEG_00040,diminished_responsibility,legal_facts,4
NEG_00040,murder,legal_facts,3
NEG_00041,murder,legal_facts,1
NEG_00042,murder,legal_facts,1
NEG_00043,actus_reus_killing,legal_facts,1
NEG_00043,murder,legal_facts,1
NEG_00044,murder,legal_facts,2
NEG_00045,accessory_or_complicity,legal_facts,2
NEG_00045,actus_reus_killing,legal_facts,1
NEG_00045,assault_method_shooting,narrative,2
NEG_00045,murder,legal_facts,2
NEG_00045,weapon_firearm,narrative,1
NEG_00046,murder,legal_facts,2
NEG_00047,murder,legal_facts,1
NEG_00047,prior_threats,narrative,1
NEG_00048,murder,legal_facts,1
NEG_00049,murder,legal_facts,1
NEG_00050,murder,legal_facts,1
NEG_00051,confession_or_admission,evidence,1
NEG_00051,murder,legal_facts,3
NEG_00052,murder,legal_facts,1
NEG_00052,weapon_firearm,narrative,2
NEG_00052,weapon_present,narrative,1
NEG_00053,murder,legal_facts,1
NEG_00053,weapon_firearm,narrative,2
NEG_00053,weapon_present,narrative,1
NEG_00054,accessory_or_complicity,legal_facts,1
NEG_00054,murder,legal_facts,1
NEG_00055,diminished_responsibility,legal_facts,4
NEG_00055,murder,legal_facts,2
NEG_00056,confession_or_admission,evidence,1
NEG_00056,murder,legal_facts,1
NEG_00057,murder,legal_facts,1
NEG_00058,insanity,legal_facts,1
NEG_00058,murder,legal_facts,1
NEG_00059,murder,legal_facts,1
NEG_00060,diminished_responsibility,legal_facts,2
NEG_00060,murder,legal_facts,2
NEG_00061,confession_or_admission,evidence,1
NEG_00061,murder,legal_facts,2
NEG_00062,murder,legal_facts,1
NEG_00063,murder,legal_facts,1
NEG_00064,murder,legal_facts,1
NEG_00065,murder,legal_facts,3
NEG_00066,murder,legal_facts,3
