case_id,src_label,dst_label,count
CASE_00061,actus_reus_killing,assault_method_shooting,12
CASE_00061,actus_reus_killing,assault_method_stabbing,6
CASE_00061,actus_reus_killing,causation,6
CASE_00061,actus_reus_killing,confession_or_admission,6
CASE_00061,actus_reus_killing,joint_enterprise_presence,24
CASE_00061,actus_reus_killing,lawful_killing_self_defence,12
CASE_00061,actus_reus_killing,location_public_space,24
CASE_00061,actus_reus_killing,murder,228
CASE_00061,actus_reus_killing,planning_premeditation,18
CASE_00061,actus_reus_killing,self_defence_legal,6
CASE_00061,actus_reus_killing,unlawful_killing,24
CASE_00061,actus_reus_killing,weapon_firearm,12
CASE_00061,actus_reus_killing,weapon_present,54
CASE_00061,actus_reus_killing,weapon_sharp,78
CASE_00061,assault_method_blunt_force,accessory_or_complicity,80
CASE_00061,assault_method_blunt_force,actus_reus_killing,12
CASE_00061,assault_method_blunt_force,assault_method_blunt_force,2
CASE_00061,assault_method_blunt_force,assault_method_shooting,4
CASE_00061,assault_method_blunt_force,assault_method_stabbing,2
CASE_00061,assault_method_blunt_force,causation,2
CASE_00061,assault_method_blunt_force,confession_or_admission,2
CASE_00061,assault_method_blunt_force,joint_enterprise_presence,8
CASE_00061,assault_method_blunt_force,lawful_killing_self_defence,4
CASE_00061,assault_method_blunt_force,location_public_space,8
CASE_00061,assault_method_blunt_force,murder,76
CASE_00061,assault_method_blunt_force,planning_premeditation,6
CASE_00061,assault_method_blunt_force,self_defence_legal,2
CASE_00061,assault_method_blunt_force,unlawful_killing,8
CASE_00061,assault_method_blunt_force,weapon_firearm,4
CASE_00061,assault_method_blunt_force,weapon_present,18
CASE_00061,assault_method_blunt_force,weapon_sharp,26
CASE_00061,assault_method_shooting,accessory_or_complicity,80
CASE_00061,assault_method_shooting,actus_reus_killing,12
CASE_00061,assault_method_shooting,assault_method_blunt_force,4
CASE_00061,assault_method_shooting,assault_method_shooting,2
CASE_00061,assault_method_shooting,assault_method_stabbing,2
CASE_00061,assault_method_shooting,causation,2
CASE_00061,assault_method_shooting,confession_or_admission,2
CASE_00061,assault_method_shooting,joint_enterprise_presence,8
CASE_00061,assault_method_shooting,lawful_killing_self_defence,4
CASE_00061,assault_method_shooting,location_public_space,8
CASE_00061,assault_method_shooting,murder,76
CASE_00061,assault_method_shooting,planning_premeditation,6
CASE_00061,assault_method_shooting,self_defence_legal,2
CASE_00061,assault_method_shooting,unlawful_killing,8
CASE_00061,assault_method_shooting,weapon_firearm,4
CASE_00061,assault_method_shooting,weapon_present,18
CASE_00061,assault_method_shooting,weapon_sharp,26
CASE_00061,assault_method_stabbing,accessory_or_complicity,40
CASE_00061,assault_method_stabbing,actus_reus_killing,6
CASE_00061,assault_method_stabbing,assault_method_blunt_force,2
CASE_00061,assault_method_stabbing,assault_method_shooting,2
CASE_00061,assault_method_stabbing,causation,1
CASE_00061,assault_method_stabbing,confession_or_admission,1
CASE_00061,assault_method_stabbing,joint_enterprise_presence,4
CASE_00061,assault_method_stabbing,lawful_killing_self_defence,2
CASE_00061,assault_method_stabbing,location_public_space,4
CASE_00061,assault_method_stabbing,murder,38
CASE_00061,assault_method_stabbing,planning_premeditation,3
CASE_00061,assault_method_stabbing,self_defence_legal,1
CASE_00061,assault_method_stabbing,unlawful_killing,4
CASE_00061,assault_method_stabbing,weapon_firearm,2
CASE_00061,assault_method_stabbing,weapon_present,9
CASE_00061,assault_method_stabbing,weapon_sharp,13
CASE_00061,causation,accessory_or_complicity,40
CASE_00061,causation,actus_reus_killing,6
CASE_00061,causation,assault_method_blunt_force,2
CASE_00061,causation,assault_method_shooting,2
CASE_00061,causation,assault_method_stabbing,1
CASE_00061,causation,confession_or_admission,1
CASE_00061,causation,joint_enterprise_presence,4
CASE_00061,causation,lawful_killing_self_defence,2
CASE_00061,causation,location_public_space,4
CASE_00061,causation,murder,38
CASE_00061,causation,planning_premeditation,3
CASE_00061,causation,self_defence_legal,1
CASE_00061,causation,unlawful_killing,4
CASE_00061,causation,weapon_firearm,2
CASE_00061,causation,weapon_present,9
CASE_00061,causation,weapon_sharp,13
CASE_00061,confession_or_admission,accessory_or_complicity,40
CASE_00061,confession_or_admission,actus_reus_killing,6
CASE_00061,confession_or_admission,assault_method_blunt_force,2
CASE_00061,confession_or_admission,assault_method_shooting,2
CASE_00061,confession_or_admission,assault_method_stabbing,1
CASE_00061,confession_or_admission,causation,1
CASE_00061,confession_or_admission,joint_enterprise_presence,4
CASE_00061,confession_or_admission,lawful_killing_self_defence,2
CASE_00061,confession_or_admission,location_public_space,4
CASE_00061,confession_or_admission,murder,38
CASE_00061,confession_or_admission,planning_premeditation,3
CASE_00061,confession_or_admission,self_defence_legal,1
CASE_00061,confession_or_admission,unlawful_killing,4
CASE_00061,confession_or_admission,weapon_firearm,2
CASE_00061,confession_or_admission,weapon_present,9
CASE_00061,confession_or_admission,weapon_sharp,13
CASE_00061,joint_enterprise_presence,accessory_or_complicity,160
CASE_00061,joint_enterprise_presence,actus_reus_killing,24
CASE_00061,joint_enterprise_presence,assault_method_blunt_force,8
CASE_00061,joint_enterprise_presence,assault_method_shooting,8
CASE_00061,joint_enterprise_presence,assault_method_stabbing,4
CASE_00061,joint_enterprise_presence,causation,4
CASE_00061,joint_enterprise_presence,confession_or_admission,4
CASE_00061,joint_enterprise_presence,joint_enterprise_presence,12
CASE_00061,joint_enterprise_presence,lawful_killing_self_defence,8
CASE_00061,joint_enterprise_presence,location_public_space,16
CASE_00061,joint_enterprise_presence,murder,152
CASE_00061,joint_enterprise_presence,planning_premeditation,12
CASE_00061,joint_enterprise_presence,self_defence_legal,4
CASE_00061,joint_enterprise_presence,unlawful_killing,16
CASE_00061,joint_enterprise_presence,weapon_firearm,8
CASE_00061,joint_enterprise_presence,weapon_present,36
CASE_00061,joint_enterprise_presence,weapon_sharp,52
CASE_00061,lawful_killing_self_defence,accessory_or_complicity,80
CASE_00061,lawful_killing_self_defence,actus_reus_killing,12
CASE_00061,lawful_killing_self_defence,assault_method_blunt_force,4
CASE_00061,lawful_killing_self_defence,assault_method_shooting,4
CASE_00061,lawful_killing_self_defence,assault_method_stabbing,2
CASE_00061,lawful_killing_self_defence,causation,2
CASE_00061,lawful_killing_self_defence,confession_or_admission,2
CASE_00061,lawful_killing_self_defence,joint_enterprise_presence,8
CASE_00061,lawful_killing_self_defence,lawful_killing_self_defence,2
CASE_00061,lawful_killing_self_defence,location_public_space,8
CASE_00061,lawful_killing_self_defence,murder,76
CASE_00061,lawful_killing_self_defence,planning_premeditation,6
CASE_00061,lawful_killing_self_defence,self_defence_legal,2
CASE_00061,lawful_killing_self_defence,unlawful_killing,8
CASE_00061,lawful_killing_self_defence,weapon_firearm,4
CASE_00061,lawful_killing_self_defence,weapon_present,18
CASE_00061,lawful_killing_self_defence,weapon_sharp,26
CASE_00061,location_public_space,accessory_or_complicity,160
CASE_00061,location_public_space,actus_reus_killing,24
CASE_00061,location_public_space,assault_method_blunt_force,8
CASE_00061,location_public_space,assault_method_shooting,8
CASE_00061,location_public_space,assault_method_stabbing,4
CASE_00061,location_public_space,causation,4
CASE_00061,location_public_space,confession_or_admission,4
CASE_00061,location_public_space,joint_enterprise_presence,16
CASE_00061,location_public_space,lawful_killing_self_defence,8
CASE_00061,location_public_space,location_public_space,12
CASE_00061,location_public_space,murder,152
CASE_00061,location_public_space,planning_premeditation,12
CASE_00061,location_public_space,self_defence_legal,4
CASE_00061,location_public_space,unlawful_killing,16
CASE_00061,location_public_space,weapon_firearm,8
CASE_00061,location_public_space,weapon_present,36
CASE_00061,location_public_space,weapon_sharp,52
CASE_00061,murder,accessory_or_complicity,1520
CASE_00061,murder,actus_reus_killing,228
CASE_00061,murder,assault_method_blunt_force,76
CASE_00061,murder,assault_method_shooting,76
CASE_00061,murder,assault_method_stabbing,38
CASE_00061,murder,causation,38
CASE_00061,murder,confession_or_admission,38
CASE_00061,murder,joint_enterprise_presence,152
CASE_00061,murder,lawful_killing_self_defence,76
CASE_00061,murder,location_public_space,152
CASE_00061,murder,murder,1406
CASE_00061,murder,planning_premeditation,114
CASE_00061,murder,self_defence_legal,38
CASE_00061,murder,unlawful_killing,152
CASE_00061,murder,weapon_firearm,76
CASE_00061,murder,weapon_present,342
CASE_00061,murder,weapon_sharp,494
CASE_00061,planning_premeditation,accessory_or_complicity,120
CASE_00061,planning_premeditation,actus_reus_killing,18
CASE_00061,planning_premeditation,assault_method_blunt_force,6
CASE_00061,planning_premeditation,assault_method_shooting,6
CASE_00061,planning_premeditation,assault_method_stabbing,3
CASE_00061,planning_premeditation,causation,3
CASE_00061,planning_premeditation,confession_or_admission,3
CASE_00061,planning_premeditation,joint_enterprise_presence,12
CASE_00061,planning_premeditation,lawful_killing_self_defence,6
CASE_00061,planning_premeditation,location_public_space,12
CASE_00061,planning_premeditation,murder,114
CASE_00061,planning_premeditation,planning_premeditation,6
CASE_00061,planning_premeditation,self_defence_legal,3
CASE_00061,planning_premeditation,unlawful_killing,12
CASE_00061,planning_premeditation,weapon_firearm,6
CASE_00061,planning_premeditation,weapon_present,27
CASE_00061,planning_premeditation,weapon_sharp,39
CASE_00061,self_defence_legal,accessory_or_complicity,40
CASE_00061,self_defence_legal,actus_reus_killing,6
CASE_00061,self_defence_legal,assault_method_blunt_force,2
CASE_00061,self_defence_legal,assault_method_shooting,2
CASE_00061,self_defence_legal,assault_method_stabbing,1
CASE_00061,self_defence_legal,causation,1
CASE_00061,self_defence_legal,confession_or_admission,1
CASE_00061,self_defence_legal,joint_enterprise_presence,4
CASE_00061,self_defence_legal,lawful_killing_self_defence,2
CASE_00061,self_defence_legal,location_public_space,4
CASE_00061,self_defence_legal,murder,38
CASE_00061,self_defence_legal,planning_premeditation,3
CASE_00061,self_defence_legal,unlawful_killing,4
CASE_00061,self_defence_legal,weapon_firearm,2
CASE_00061,self_defence_legal,weapon_present,9
CASE_00061,self_defence_legal,weapon_sharp,13
CASE_00061,unlawful_killing,accessory_or_complicity,160
CASE_00061,unlawful_killing,actus_reus_killing,24
CASE_00061,unlawful_killing,assault_method_blunt_force,8
CASE_00061,unlawful_killing,assault_method_shooting,8
CASE_00061,unlawful_killing,assault_method_stabbing,4
CASE_00061,unlawful_killing,causation,4
CASE_00061,unlawful_killing,confession_or_admission,4
CASE_00061,unlawful_killing,joint_enterprise_presence,16
CASE_00061,unlawful_killing,lawful_killing_self_defence,8
CASE_00061,unlawful_killing,location_public_space,16
CASE_00061,unlawful_killing,murder,152
CASE_00061,unlawful_killing,planning_premeditation,12
CASE_00061,unlawful_killing,self_defence_legal,4
CASE_00061,unlawful_killing,unlawful_killing,12
CASE_00061,unlawful_killing,weapon_firearm,8
CASE_00061,unlawful_killing,weapon_present,36
CASE_00061,unlawful_killing,weapon_sharp,52
CASE_00061,weapon_firearm,accessory_or_complicity,80
CASE_00061,weapon_firearm,actus_reus_killing,12
CASE_00061,weapon_firearm,assault_method_blunt_force,4
CASE_00061,weapon_firearm,assault_method_shooting,4
CASE_00061,weapon_firearm,assault_method_stabbing,2
CASE_00061,weapon_firearm,causation,2
CASE_00061,weapon_firearm,confession_or_admission,2
CASE_00061,weapon_firearm,joint_enterprise_presence,8
CASE_00061,weapon_firearm,lawful_killing_self_defence,4
CASE_00061,weapon_firearm,location_public_space,8
CASE_00061,weapon_firearm,murder,76
CASE_00061,weapon_firearm,planning_premeditation,6
CASE_00061,weapon_firearm,self_defence_legal,2
CASE_00061,weapon_firearm,unlawful_killing,8
CASE_00061,weapon_firearm,weapon_firearm,2
CASE_00061,weapon_firearm,weapon_present,18
CASE_00061,weapon_firearm,weapon_sharp,26
CASE_00061,weapon_present,accessory_or_complicity,360
CASE_00061,weapon_present,actus_reus_killing,54
CASE_00061,weapon_present,assault_method_blunt_force,18
CASE_00061,weapon_present,assault_method_shooting,18
CASE_00061,weapon_present,assault_method_stabbing,9
CASE_00061,weapon_present,causation,9
CASE_00061,weapon_present,confession_or_admission,9
CASE_00061,weapon_present,joint_enterprise_presence,36
CASE_00061,weapon_present,lawful_killing_self_defence,18
CASE_00061,weapon_present,location_public_space,36
CASE_00061,weapon_present,murder,342
CASE_00061,weapon_present,planning_premeditation,27
CASE_00061,weapon_present,self_defence_legal,9
CASE_00061,weapon_present,unlawful_killing,36
CASE_00061,weapon_present,weapon_firearm,18
CASE_00061,weapon_present,weapon_present,72
CASE_00061,weapon_present,weapon_sharp,117
CASE_00061,weapon_sharp,accessory_or_complicity,520
CASE_00061,weapon_sharp,actus_reus_killing,78
CASE_00061,weapon_sharp,assault_method_blunt_force,26
CASE_00061,weapon_sharp,assault_method_shooting,26
CASE_00061,weapon_sharp,assault_method_stabbing,13
CASE_00061,weapon_sharp,causation,13
CASE_00061,weapon_sharp,confession_or_admission,13
CASE_00061,weapon_sharp,joint_enterprise_presence,52
CASE_00061,weapon_sharp,lawful_killing_self_defence,26
CASE_00061,weapon_sharp,location_public_space,52
CASE_00061,weapon_sharp,murder,494
CASE_00061,weapon_sharp,planning_premeditation,39
CASE_00061,weapon_sharp,self_defence_legal,13
CASE_00061,weapon_sharp,unlawful_killing,52
CASE_00061,weapon_sharp,weapon_firearm,26
CASE_00061,weapon_sharp,weapon_present,117
CASE_00061,weapon_sharp,weapon_sharp,156
CASE_00108,accessory_or_complicity,assault_method_shooting,5
CASE_00108,accessory_or_complicity,motive_jealousy_revenge,2
CASE_00108,accessory_or_complicity,murder,27
CASE_00108,accessory_or_complicity,planning_premeditation,12
CASE_00108,accessory_or_complicity,weapon_firearm,33
CASE_00108,accessory_or_complicity,weapon_present,1
CASE_00108,assault_method_shooting,accessory_or_complicity,5
CASE_00108,assault_method_shooting,assault_method_shooting,20
CASE_00108,assault_method_shooting,motive_jealousy_revenge,10
CASE_00108,assault_method_shooting,murder,135
CASE_00108,assault_method_shooting,planning_premeditation,60
CASE_00108,assault_method_shooting,weapon_firearm,165
CASE_00108,assault_method_shooting,weapon_present,5
CASE_00108,motive_jealousy_revenge,accessory_or_complicity,2
CASE_00108,motive_jealousy_revenge,assault_method_shooting,10
CASE_00108,motive_jealousy_revenge,motive_jealousy_revenge,2
CASE_00108,motive_jealousy_revenge,murder,54
CASE_00108,motive_jealousy_revenge,planning_premeditation,24
CASE_00108,motive_jealousy_revenge,weapon_firearm,66
CASE_00108,motive_jealousy_revenge,weapon_present,2
CASE_00108,murder,accessory_or_complicity,27
CASE_00108,murder,assault_method_shooting,135
CASE_00108,murder,motive_jealousy_revenge,54
CASE_00108,murder,murder,702
CASE_00108,murder,planning_premeditation,324
CASE_00108,murder,weapon_firearm,891
CASE_00108,murder,weapon_present,27
CASE_00108,planning_premeditation,accessory_or_complicity,12
CASE_00108,planning_premeditation,assault_method_shooting,60
CASE_00108,planning_premeditation,motive_jealousy_revenge,24
CASE_00108,planning_premeditation,murder,324
CASE_00108,planning_premeditation,planning_premeditation,132
CASE_00108,planning_premeditation,weapon_firearm,396
CASE_00108,planning_premeditation,weapon_present,12
CASE_00108,weapon_firearm,accessory_or_complicity,33
CASE_00108,weapon_firearm,assault_method_shooting,165
CASE_00108,weapon_firearm,motive_jealousy_revenge,66
CASE_00108,weapon_firearm,murder,891
CASE_00108,weapon_firearm,planning_premeditation,396
CASE_00108,weapon_firearm,weapon_firearm,1056
CASE_00108,weapon_firearm,weapon_present,33
CASE_00108,weapon_present,accessory_or_complicity,1
CASE_00108,weapon_present,assault_method_shooting,5
CASE_00108,weapon_present,motive_jealousy_revenge,2
CASE_00108,weapon_present,murder,27
CASE_00108,weapon_present,planning_premeditation,12
CASE_00108,weapon_present,weapon_firearm,33
CASE_00114,abduction,abduction,2
CASE_00114,abduction,actus_reus_killing,20
CASE_00114,abduction,assault_method_shooting,62
CASE_00114,abduction,causation,52
CASE_00114,abduction,confession_or_admission,2
CASE_00114,abduction,joint_enterprise_presence,6
CASE_00114,abduction,location_public_space,14
CASE_00114,abduction,mens_rea_intent_to_kill,6
CASE_00114,abduction,murder,72
CASE_00114,abduction,prior_threats,2
CASE_00114,abduction,self_defence_legal,36
CASE_00114,abduction,unlawful_killing,6
CASE_00114,abduction,weapon_firearm,60
CASE_00114,abduction,weapon_present,18
CASE_00114,actus_reus_killing,abduction,20
CASE_00114,actus_reus_killing,actus_reus_killing,90
CASE_00114,actus_reus_killing,assault_method_shooting,310
CASE_00114,actus_reus_killing,causation,260
CASE_00114,actus_reus_killing,confession_or_admission,10
CASE_00114,actus_reus_killing,joint_enterprise_presence,30
CASE_00114,actus_reus_killing,location_public_space,70
CASE_00114,actus_reus_killing,mens_rea_intent_to_kill,30
CASE_00114,actus_reus_killing,murder,360
CASE_00114,actus_reus_killing,prior_threats,10
CASE_00114,actus_reus_killing,self_defence_legal,180
CASE_00114,actus_reus_killing,unlawful_killing,30
CASE_00114,actus_reus_killing,weapon_firearm,300
CASE_00114,actus_reus_killing,weapon_present,90
CASE_00114,assault_method_shooting,abduction,62
CASE_00114,assault_method_shooting,actus_reus_killing,310
CASE_00114,assault_method_shooting,assault_method_shooting,930
CASE_00114,assault_method_shooting,causation,806
CASE_00114,assault_method_shooting,confession_or_admission,31
CASE_00114,assault_method_shooting,joint_enterprise_presence,93
CASE_00114,assault_method_shooting,location_public_space,217
CASE_00114,assault_method_shooting,mens_rea_intent_to_kill,93
CASE_00114,assault_method_shooting,murder,1116
CASE_00114,assault_method_shooting,prior_threats,31
CASE_00114,assault_method_shooting,self_defence_legal,558
CASE_00114,assault_method_shooting,unlawful_killing,93
CASE_00114,assault_method_shooting,weapon_firearm,930
CASE_00114,assault_method_shooting,weapon_present,279
CASE_00114,causation,abduction,52
CASE_00114,causation,actus_reus_killing,260
CASE_00114,causation,assault_method_shooting,806
CASE_00114,causation,causation,650
CASE_00114,causation,confession_or_admission,26
CASE_00114,causation,joint_enterprise_presence,78
CASE_00114,causation,location_public_space,182
CASE_00114,causation,mens_rea_intent_to_kill,78
CASE_00114,causation,murder,936
CASE_00114,causation,prior_threats,26
CASE_00114,causation,self_defence_legal,468
CASE_00114,causation,unlawful_killing,78
CASE_00114,causation,weapon_firearm,780
CASE_00114,causation,weapon_present,234
CASE_00114,confession_or_admission,abduction,2
CASE_00114,confession_or_admission,actus_reus_killing,10
CASE_00114,confession_or_admission,assault_method_shooting,31
CASE_00114,confession_or_admission,causation,26
CASE_00114,confession_or_admission,joint_enterprise_presence,3
CASE_00114,confession_or_admission,location_public_space,7
CASE_00114,confession_or_admission,mens_rea_intent_to_kill,3
CASE_00114,confession_or_admission,murder,36
CASE_00114,confession_or_admission,prior_threats,1
CASE_00114,confession_or_admission,self_defence_legal,18
CASE_00114,confession_or_admission,unlawful_killing,3
CASE_00114,confession_or_admission,weapon_firearm,30
CASE_00114,confession_or_admission,weapon_present,9
